Tempo(s)	Deformação(mm)	Força(N)
 0.016667 	0.00000 	166.46 
0.51667 	0.00000 	166.46 
1.0167 	0.00000 	499.37 
1.5167 	0.00021324 	832.28 
2.0167 	0.00031985 	998.74 
2.5167 	0.00053309 	1331.7 
3.0167 	0.00074633 	1664.6 
3.5167 	0.00095956 	1831.0 
4.0167 	0.0011728 	2163.9 
4.5167 	0.0013860 	2496.9 
5.0167 	0.0017059 	2829.8 
5.5167 	0.0020257 	3495.6 
6.0167 	0.0023456 	3995.0 
6.3000 	0.0026655 	4660.8 
6.5500 	0.0030919 	4993.7 
6.7833 	0.0033052 	5659.5 
7.2000 	0.0037316 	6158.9 
7.4667 	0.0038383 	6824.7 
7.8333 	0.0042647 	7157.6 
8.2333 	0.0043713 	7823.5 
8.7000 	0.0047978 	8156.4 
9.0167 	0.0049044 	8822.2 
9.5167 	0.0053309 	9321.6 
10.017 	0.0055441 	9654.5 
10.367 	0.0058640 	10320 
10.867 	0.0060772 	10820 
11.367 	0.0063971 	11319 
11.867 	0.0067169 	11818 
12.367 	0.0069302 	12151 
12.867 	0.0072500 	12651 
13.367 	0.0074633 	13150 
13.867 	0.0076765 	13483 
14.367 	0.0078897 	13982 
14.767 	0.0083162 	14648 
15.183 	0.0086361 	15314 
15.683 	0.0089559 	15813 
16.183 	0.0092758 	16479 
16.683 	0.0095956 	16979 
17.183 	0.010022 	17478 
17.683 	0.010235 	17977 
18.167 	0.010555 	18643 
18.667 	0.010875 	19143 
19.167 	0.011088 	19642 
19.667 	0.011408 	19975 
20.133 	0.011621 	20641 
20.617 	0.012048 	21140 
21.117 	0.012368 	21639 
21.617 	0.012688 	22139 
22.117 	0.012901 	22638 
22.617 	0.013114 	22971 
23.117 	0.013221 	23137 
23.617 	0.013221 	23137 
24.117 	0.013221 	23137 
24.617 	0.013327 	23137 
25.117 	0.013327 	23137 
25.617 	0.013327 	22971 
26.117 	0.013327 	23137 
26.617 	0.013327 	23137 
27.117 	0.013327 	23137 
27.617 	0.013327 	23137 
28.117 	0.013327 	23137 
28.617 	0.013327 	23137 
29.117 	0.013327 	23137 
29.617 	0.013434 	23137 
30.117 	0.013327 	23137 
30.617 	0.013434 	23137 
31.117 	0.013327 	23137 
31.617 	0.013327 	23137 
32.117 	0.013327 	22971 
32.617 	0.013434 	22971 
33.117 	0.013327 	23137 
33.617 	0.013434 	23137 
34.117 	0.013434 	23137 
34.617 	0.013327 	23137 
35.117 	0.013434 	23304 
35.617 	0.013434 	23137 
36.117 	0.013434 	23137 
36.617 	0.013434 	23137 
37.117 	0.013434 	23137 
37.617 	0.013434 	23304 
38.117 	0.013434 	23137 
38.617 	0.013434 	23137 
39.117 	0.013434 	23137 
39.617 	0.013434 	23137 
40.117 	0.013434 	23137 
40.617 	0.013434 	23137 
41.117 	0.013540 	22971 
41.617 	0.013434 	23137 
42.117 	0.013434 	23137 
42.617 	0.013434 	23304 
43.117 	0.013434 	23137 
43.617 	0.013434 	22971 
44.117 	0.013434 	23137 
44.617 	0.013434 	23137 
45.117 	0.013540 	23304 
45.617 	0.013434 	23137 
46.117 	0.013434 	23137 
46.617 	0.013434 	23137 
47.117 	0.013434 	23137 
47.617 	0.013434 	23137 
48.117 	0.013434 	22971 
48.617 	0.013434 	22971 
49.117 	0.013434 	23137 
49.617 	0.013434 	23137 
50.117 	0.013434 	23137 
50.617 	0.013434 	23137 
51.117 	0.013434 	23137 
51.617 	0.013434 	23304 
52.117 	0.013540 	23137 
52.617 	0.013540 	23137 
53.117 	0.013434 	22971 
53.617 	0.013540 	23137 
54.117 	0.013540 	23304 
54.617 	0.013434 	23137 
55.117 	0.013540 	23137 
55.617 	0.013540 	23137 
56.117 	0.013434 	23137 
56.617 	0.013540 	23137 
57.117 	0.013540 	23137 
57.617 	0.013540 	23137 
58.117 	0.013540 	23137 
58.617 	0.013540 	23137 
59.117 	0.013540 	23137 
59.617 	0.013540 	23137 
60.117 	0.013540 	22971 
60.617 	0.013540 	23137 
61.117 	0.013540 	23137 
61.617 	0.013540 	23137 
62.117 	0.013540 	23137 
62.617 	0.013540 	23137 
63.117 	0.013540 	23137 
63.617 	0.013540 	23304 
64.117 	0.013540 	23137 
64.617 	0.013434 	23137 
65.117 	0.013540 	23137 
65.617 	0.013540 	23137 
66.117 	0.013540 	23137 
66.617 	0.013540 	23304 
67.117 	0.013540 	23137 
67.617 	0.013540 	23137 
68.117 	0.013540 	22971 
68.617 	0.013540 	23137 
69.117 	0.013540 	23137 
69.617 	0.013540 	23137 
70.117 	0.013540 	23137 
70.617 	0.013540 	23137 
71.117 	0.013540 	23304 
71.617 	0.013540 	23137 
72.117 	0.013540 	23137 
72.617 	0.013540 	23137 
73.117 	0.013540 	23137 
73.617 	0.013540 	23304 
74.117 	0.013540 	23137 
74.617 	0.013540 	23137 
75.117 	0.013540 	23137 
75.617 	0.013540 	23137 
76.117 	0.013540 	23137 
76.617 	0.013540 	23137 
77.117 	0.013540 	23137 
77.617 	0.013540 	23137 
78.117 	0.013434 	22971 
78.617 	0.013434 	23137 
79.117 	0.013540 	23137 
79.617 	0.013434 	23304 
80.117 	0.013434 	23137 
80.617 	0.013434 	23137 
81.117 	0.013434 	23137 
81.617 	0.013434 	23137 
82.117 	0.013434 	23137 
82.617 	0.013434 	23137 
83.117 	0.013327 	22638 
83.567 	0.013327 	21972 
84.067 	0.013221 	21639 
84.517 	0.013114 	20974 
85.017 	0.012901 	20641 
85.500 	0.012688 	19975 
86.000 	0.012474 	19642 
86.483 	0.012261 	18976 
86.983 	0.012048 	18477 
87.483 	0.011728 	18144 
87.983 	0.011515 	17478 
88.483 	0.011195 	16979 
88.983 	0.010875 	16479 
89.483 	0.010662 	16146 
89.983 	0.010449 	15647 
90.483 	0.010235 	15314 
90.983 	0.010022 	14981 
91.483 	0.0097022 	14482 
91.800 	0.0094890 	13816 
92.250 	0.0090625 	13317 
92.733 	0.0088493 	12651 
93.200 	0.0084228 	12151 
93.700 	0.0082096 	11652 
94.183 	0.0077831 	11319 
94.583 	0.0076765 	10653 
95.017 	0.0072500 	10320 
95.500 	0.0070368 	9654.5 
95.983 	0.0066103 	9321.6 
96.483 	0.0063971 	8655.8 
96.983 	0.0060772 	8489.3 
97.300 	0.0058640 	7823.5 
97.750 	0.0054375 	7490.6 
98.233 	0.0051177 	6824.7 
98.733 	0.0049044 	6658.3 
99.133 	0.0045846 	5992.4 
99.633 	0.0041581 	5659.5 
100.12 	0.0038383 	4993.7 
100.62 	0.0035184 	4660.8 
101.12 	0.0031985 	4161.4 
101.55 	0.0027721 	3662.0 
102.05 	0.0025588 	3329.1 
102.48 	0.0022390 	2663.3 
102.93 	0.0018125 	2496.9 
103.43 	0.0015993 	1997.5 
103.93 	0.0013860 	1997.5 
104.43 	0.0012794 	1997.5 
104.93 	0.0011728 	1664.6 
105.43 	0.0010662 	1664.6 
105.93 	0.00095956 	1498.1 
106.43 	0.00095956 	1498.1 
106.93 	0.00085294 	1498.1 
107.43 	0.00085294 	1498.1 
107.93 	0.00074633 	1331.7 
108.43 	0.00074633 	1331.7 
108.93 	0.00063971 	1331.7 
109.43 	0.00063971 	1331.7 
109.93 	0.00063971 	1331.7 
110.43 	0.00063971 	1331.7 
110.93 	0.00063971 	1331.7 
111.43 	0.00063971 	1165.2 
111.93 	0.00053309 	1165.2 
112.43 	0.00053309 	1331.7 
112.93 	0.00053309 	1165.2 
113.43 	0.00053309 	1165.2 
113.93 	0.00042647 	1331.7 
114.43 	0.00042647 	1165.2 
114.93 	0.00042647 	1165.2 
115.43 	0.00042647 	1165.2 
115.93 	0.00042647 	1165.2 
116.43 	0.00042647 	1165.2 
116.93 	0.00042647 	1165.2 
117.43 	0.00042647 	1165.2 
117.93 	0.00042647 	1165.2 
118.43 	0.00042647 	1165.2 
118.93 	0.00042647 	1165.2 
119.43 	0.00031985 	1165.2 
119.93 	0.00031985 	1165.2 
120.43 	0.00031985 	1165.2 
120.93 	0.00031985 	1165.2 
121.43 	0.00031985 	1165.2 
121.93 	0.00031985 	1165.2 
122.43 	0.00031985 	1165.2 
122.93 	0.00031985 	1165.2 
123.43 	0.00042647 	1165.2 
123.93 	0.00031985 	1165.2 
124.43 	0.00031985 	1165.2 
124.93 	0.00042647 	1165.2 
125.43 	0.00031985 	1165.2 
125.93 	0.00031985 	1165.2 
126.43 	0.00021324 	1165.2 
126.93 	0.00031985 	1165.2 
127.43 	0.00031985 	1165.2 
127.93 	0.00031985 	998.74 
128.43 	0.00031985 	1165.2 
128.93 	0.00031985 	1165.2 
129.43 	0.00031985 	1165.2 
129.93 	0.00021324 	1165.2 
130.43 	0.00021324 	1331.7 
130.93 	0.00031985 	1165.2 
131.43 	0.00031985 	1165.2 
131.93 	0.00021324 	1165.2 
132.43 	0.00031985 	1165.2 
132.93 	0.00031985 	1165.2 
133.43 	0.00031985 	1165.2 
133.93 	0.00031985 	1165.2 
134.43 	0.00021324 	998.74 
134.93 	0.00031985 	1165.2 
135.43 	0.00031985 	1165.2 
135.93 	0.00031985 	1165.2 
136.43 	0.00031985 	1165.2 
136.93 	0.00021324 	1165.2 
137.43 	0.00021324 	1165.2 
137.93 	0.00021324 	1165.2 
138.43 	0.00021324 	998.74 
138.93 	0.00021324 	1165.2 
139.43 	0.00021324 	1165.2 
139.93 	0.00021324 	1165.2 
140.43 	0.00021324 	1165.2 
140.93 	0.00021324 	1165.2 
141.43 	0.00021324 	1165.2 
141.93 	0.00021324 	1165.2 
