Tempo(s)	Deformação(mm)	Força(N)
 0.016667 	0.00010662 	665.83 
0.51667 	0.00021324 	499.37 
1.0167 	0.00021324 	832.28 
1.5167 	0.00021324 	998.74 
2.0167 	0.00042647 	1331.7 
2.5167 	0.00053309 	1664.6 
3.0167 	0.00063971 	2163.9 
3.5167 	0.00074633 	2496.9 
4.0167 	0.0010662 	2996.2 
4.5167 	0.0012794 	3662.0 
5.0167 	0.0014927 	4161.4 
5.5167 	0.0015993 	4660.8 
5.9833 	0.0019191 	5326.6 
6.4167 	0.0021324 	5992.4 
6.8833 	0.0023456 	6658.3 
7.3833 	0.0025588 	7324.1 
7.8833 	0.0027721 	7823.5 
8.3667 	0.0029853 	8489.3 
8.8667 	0.0031985 	8822.2 
9.3667 	0.0033052 	9488.0 
9.8667 	0.0035184 	9987.4 
10.367 	0.0037316 	10487 
10.867 	0.0038383 	10986 
11.350 	0.0040515 	11652 
11.850 	0.0041581 	12151 
12.350 	0.0042647 	12318 
12.850 	0.0043713 	12817 
13.350 	0.0044780 	13150 
13.850 	0.0044780 	13317 
14.350 	0.0045846 	13317 
14.850 	0.0045846 	13317 
15.350 	0.0045846 	13649 
15.850 	0.0045846 	13649 
16.350 	0.0046912 	13649 
16.850 	0.0046912 	13649 
17.350 	0.0045846 	13483 
17.850 	0.0045846 	13649 
18.350 	0.0045846 	13649 
18.850 	0.0046912 	13649 
19.350 	0.0046912 	13649 
19.850 	0.0045846 	13649 
20.350 	0.0045846 	13649 
20.850 	0.0046912 	13649 
21.350 	0.0045846 	13649 
21.850 	0.0046912 	13649 
22.350 	0.0046912 	13649 
22.850 	0.0045846 	13649 
23.350 	0.0045846 	13649 
23.850 	0.0046912 	13649 
24.350 	0.0046912 	13649 
24.850 	0.0045846 	13649 
25.350 	0.0046912 	13649 
25.850 	0.0046912 	13649 
26.350 	0.0045846 	13816 
26.850 	0.0046912 	13649 
27.350 	0.0046912 	13649 
27.850 	0.0046912 	13649 
28.350 	0.0046912 	13649 
28.850 	0.0045846 	13483 
29.350 	0.0046912 	13649 
29.850 	0.0045846 	13649 
30.350 	0.0045846 	13649 
30.850 	0.0046912 	13649 
31.350 	0.0046912 	13483 
31.850 	0.0046912 	13649 
32.350 	0.0045846 	13649 
32.850 	0.0045846 	13649 
33.350 	0.0046912 	13649 
33.850 	0.0046912 	13649 
34.350 	0.0046912 	13649 
34.850 	0.0045846 	13649 
35.350 	0.0046912 	13649 
35.850 	0.0046912 	13649 
36.350 	0.0046912 	13649 
36.850 	0.0045846 	13649 
37.350 	0.0046912 	13649 
37.850 	0.0046912 	13649 
38.350 	0.0046912 	13649 
38.850 	0.0046912 	13649 
39.350 	0.0046912 	13649 
39.850 	0.0046912 	13649 
40.350 	0.0046912 	13649 
40.850 	0.0046912 	13649 
41.350 	0.0046912 	13649 
41.850 	0.0046912 	13649 
42.350 	0.0047978 	13649 
42.850 	0.0046912 	13649 
43.350 	0.0046912 	13649 
43.850 	0.0046912 	13649 
44.350 	0.0046912 	13649 
44.850 	0.0046912 	13649 
45.350 	0.0047978 	13649 
45.850 	0.0046912 	13649 
46.350 	0.0047978 	13649 
46.850 	0.0047978 	13649 
47.350 	0.0047978 	13649 
47.850 	0.0047978 	13649 
48.350 	0.0047978 	13649 
48.850 	0.0047978 	13649 
49.350 	0.0047978 	13649 
49.850 	0.0047978 	13649 
50.350 	0.0047978 	13649 
50.850 	0.0047978 	13649 
51.350 	0.0047978 	13649 
51.850 	0.0047978 	13649 
52.350 	0.0047978 	13649 
52.850 	0.0047978 	13649 
53.350 	0.0047978 	13649 
53.850 	0.0047978 	13649 
54.350 	0.0049044 	13483 
54.850 	0.0047978 	13649 
55.350 	0.0049044 	13649 
55.850 	0.0047978 	13649 
56.350 	0.0047978 	13649 
56.850 	0.0049044 	13649 
57.350 	0.0049044 	13649 
57.850 	0.0049044 	13649 
58.350 	0.0049044 	13649 
58.850 	0.0049044 	13649 
59.350 	0.0049044 	13816 
59.850 	0.0049044 	13816 
60.350 	0.0049044 	13816 
60.850 	0.0049044 	13649 
61.350 	0.0049044 	13649 
61.850 	0.0049044 	13649 
62.350 	0.0049044 	13649 
62.850 	0.0049044 	13649 
63.350 	0.0049044 	13649 
63.850 	0.0049044 	13649 
64.350 	0.0050111 	13649 
64.850 	0.0049044 	13649 
65.350 	0.0050111 	13649 
65.850 	0.0050111 	13649 
66.350 	0.0050111 	13483 
66.850 	0.0049044 	13649 
67.350 	0.0050111 	13649 
67.850 	0.0050111 	13483 
68.350 	0.0050111 	13816 
68.850 	0.0050111 	13649 
69.350 	0.0050111 	13649 
69.850 	0.0051177 	13816 
70.350 	0.0050111 	13649 
70.850 	0.0050111 	13649 
71.350 	0.0050111 	13649 
71.850 	0.0051177 	13649 
72.350 	0.0051177 	13649 
72.850 	0.0051177 	13649 
73.350 	0.0051177 	13483 
73.850 	0.0050111 	13150 
74.350 	0.0049044 	12984 
74.850 	0.0049044 	12651 
75.300 	0.0047978 	11985 
75.750 	0.0045846 	11319 
76.250 	0.0044780 	10820 
76.717 	0.0043713 	10154 
77.217 	0.0042647 	9654.5 
77.717 	0.0040515 	9155.1 
78.217 	0.0039449 	8822.2 
78.650 	0.0038383 	8156.4 
79.150 	0.0036250 	7823.5 
79.650 	0.0035184 	7324.1 
80.150 	0.0034118 	6824.7 
80.650 	0.0031985 	6325.4 
81.150 	0.0030919 	5992.4 
81.467 	0.0029853 	5326.6 
81.967 	0.0027721 	4993.7 
82.467 	0.0025588 	4660.8 
82.900 	0.0024522 	3995.0 
83.400 	0.0023456 	3828.5 
83.717 	0.0022390 	3162.7 
84.217 	0.0020257 	2829.8 
84.717 	0.0019191 	2163.9 
85.217 	0.0017059 	1997.5 
85.717 	0.0015993 	1664.6 
86.217 	0.0015993 	1498.1 
86.717 	0.0014927 	1664.6 
87.217 	0.0014927 	1498.1 
87.717 	0.0014927 	1331.7 
88.217 	0.0014927 	1331.7 
88.717 	0.0014927 	1331.7 
89.217 	0.0014927 	1165.2 
89.717 	0.0014927 	1165.2 
90.217 	0.0013860 	1165.2 
90.717 	0.0014927 	1165.2 
91.217 	0.0013860 	1331.7 
91.717 	0.0014927 	1165.2 
92.217 	0.0013860 	1165.2 
92.717 	0.0013860 	998.74 
93.217 	0.0013860 	1165.2 
93.717 	0.0014927 	998.74 
94.217 	0.0013860 	998.74 
94.717 	0.0014927 	998.74 
95.217 	0.0013860 	998.74 
95.717 	0.0014927 	998.74 
96.217 	0.0014927 	998.74 
96.717 	0.0014927 	998.74 
97.217 	0.0013860 	998.74 
97.717 	0.0013860 	998.74 
98.217 	0.0013860 	998.74 
98.717 	0.0014927 	998.74 
99.217 	0.0014927 	998.74 
99.717 	0.0014927 	998.74 
100.22 	0.0014927 	998.74 
100.72 	0.0014927 	1165.2 
101.22 	0.0014927 	998.74 
101.72 	0.0014927 	998.74 
102.22 	0.0014927 	832.28 
102.72 	0.0014927 	998.74 
103.22 	0.0014927 	998.74 
103.72 	0.0014927 	998.74 
104.22 	0.0014927 	998.74 
104.72 	0.0013860 	998.74 
105.22 	0.0014927 	998.74 
105.72 	0.0013860 	1165.2 
106.22 	0.0014927 	998.74 
106.72 	0.0012794 	1165.2 
107.22 	0.0010662 	1165.2 
107.72 	0.00085294 	998.74 
108.22 	0.00074633 	998.74 
108.72 	0.00053309 	998.74 
109.22 	0.00042647 	998.74 
109.72 	0.00031985 	998.74 
110.22 	0.00031985 	832.28 
110.72 	0.00021324 	998.74 
111.22 	0.00021324 	998.74 
111.72 	0.00021324 	998.74 
112.22 	0.00010662 	998.74 
112.72 	0.00010662 	1165.2 
113.22 	0.00010662 	998.74 
113.72 	0.00021324 	1165.2 
114.22 	0.00010662 	998.74 
114.72 	0.00010662 	998.74 
115.22 	0.00010662 	998.74 
115.72 	0.00021324 	998.74 
116.22 	0.00021324 	998.74 
116.72 	0.00021324 	1165.2 
117.22 	0.00021324 	998.74 
117.72 	0.00021324 	1165.2 
118.22 	0.00021324 	998.74 
118.72 	0.00031985 	998.74 
119.22 	0.00031985 	832.28 
119.72 	0.00031985 	998.74 
120.22 	0.00031985 	1165.2 
120.72 	0.00031985 	998.74 
121.22 	0.00031985 	1165.2 
121.72 	0.00042647 	1165.2 
122.22 	0.00042647 	1165.2 
122.72 	0.00042647 	998.74 
123.22 	0.00042647 	998.74 
123.72 	0.00042647 	998.74 
124.22 	0.00053309 	998.74 
124.72 	0.00053309 	832.28 
125.22 	0.00053309 	832.28 
125.72 	0.00053309 	998.74 
126.22 	0.00053309 	998.74 
126.72 	0.00053309 	998.74 
127.22 	0.00053309 	1165.2 
127.72 	0.00053309 	998.74 
128.22 	0.00053309 	998.74 
128.72 	0.00063971 	998.74 
129.22 	0.00053309 	998.74 
129.72 	0.00063971 	998.74 
130.22 	0.00053309 	832.28 
130.72 	0.00053309 	1165.2 
131.22 	0.00053309 	998.74 
131.72 	0.00053309 	998.74 
132.22 	0.00063971 	1165.2 
132.72 	0.00063971 	998.74 
133.22 	0.00063971 	998.74 
133.72 	0.00063971 	832.28 
134.22 	0.00063971 	832.28 
134.72 	0.00063971 	832.28 
135.22 	0.00063971 	998.74 
135.72 	0.00063971 	998.74 
136.22 	0.00074633 	998.74 
136.72 	0.00074633 	998.74 
137.22 	0.00074633 	1165.2 
137.72 	0.00074633 	998.74 
138.22 	0.00074633 	998.74 
138.72 	0.00085294 	998.74 
139.22 	0.00074633 	998.74 
139.72 	0.00074633 	998.74 
140.22 	0.00085294 	998.74 
140.72 	0.00085294 	998.74 
141.22 	0.00074633 	1165.2 
141.72 	0.00074633 	1165.2 
142.22 	0.00085294 	998.74 
142.72 	0.00085294 	998.74 
143.22 	0.00074633 	998.74 
143.72 	0.00074633 	998.74 
144.22 	0.00085294 	832.28 
144.72 	0.00074633 	998.74 
145.22 	0.00085294 	998.74 
145.72 	0.00074633 	998.74 
146.22 	0.00085294 	1165.2 
146.72 	0.00085294 	998.74 
147.22 	0.00074633 	998.74 
147.72 	0.00085294 	998.74 
148.22 	0.00085294 	1165.2 
148.72 	0.00095956 	1498.1 
149.22 	0.0010662 	1664.6 
149.72 	0.0011728 	2163.9 
150.22 	0.0012794 	2496.9 
150.72 	0.0014927 	2996.2 
151.17 	0.0017059 	3662.0 
151.67 	0.0018125 	3828.5 
152.17 	0.0019191 	4327.9 
152.62 	0.0022390 	4993.7 
153.02 	0.0023456 	5659.5 
153.52 	0.0026655 	6325.4 
154.02 	0.0028787 	6991.2 
154.50 	0.0030919 	7657.0 
155.00 	0.0033052 	7989.9 
155.48 	0.0034118 	8655.8 
155.98 	0.0036250 	9155.1 
156.48 	0.0038383 	9654.5 
156.98 	0.0039449 	10320 
157.48 	0.0041581 	10653 
157.98 	0.0042647 	11153 
158.48 	0.0044780 	11818 
158.98 	0.0045846 	12151 
159.48 	0.0046912 	12484 
159.98 	0.0047978 	12984 
160.48 	0.0049044 	13317 
160.98 	0.0049044 	13317 
161.48 	0.0049044 	13483 
161.98 	0.0049044 	13483 
162.48 	0.0049044 	13483 
162.98 	0.0050111 	13649 
163.48 	0.0050111 	13649 
163.98 	0.0050111 	13649 
164.48 	0.0050111 	13649 
164.98 	0.0050111 	13649 
165.48 	0.0050111 	13483 
165.98 	0.0049044 	13483 
166.48 	0.0049044 	13649 
166.98 	0.0050111 	13649 
167.48 	0.0050111 	13649 
167.98 	0.0050111 	13649 
168.48 	0.0049044 	13649 
168.98 	0.0049044 	13483 
169.48 	0.0049044 	13649 
169.98 	0.0049044 	13649 
170.48 	0.0049044 	13816 
170.98 	0.0049044 	13649 
171.48 	0.0049044 	13649 
171.98 	0.0049044 	13649 
172.48 	0.0049044 	13649 
172.98 	0.0049044 	13649 
173.48 	0.0049044 	13649 
173.98 	0.0049044 	13649 
174.48 	0.0049044 	13649 
174.98 	0.0049044 	13649 
175.48 	0.0047978 	13649 
175.98 	0.0049044 	13649 
176.48 	0.0049044 	13816 
176.98 	0.0049044 	13649 
177.48 	0.0049044 	13816 
177.98 	0.0047978 	13649 
178.48 	0.0049044 	13649 
178.98 	0.0047978 	13649 
179.48 	0.0047978 	13649 
179.98 	0.0047978 	13816 
180.48 	0.0047978 	13649 
180.98 	0.0047978 	13649 
181.48 	0.0047978 	13649 
181.98 	0.0047978 	13649 
182.48 	0.0047978 	13649 
182.98 	0.0047978 	13649 
183.48 	0.0047978 	13649 
183.98 	0.0047978 	13816 
184.48 	0.0047978 	13649 
184.98 	0.0047978 	13649 
185.48 	0.0046912 	13649 
185.98 	0.0046912 	13483 
186.48 	0.0046912 	13483 
186.98 	0.0045846 	13649 
187.48 	0.0045846 	13649 
187.98 	0.0046912 	13649 
188.48 	0.0045846 	13649 
188.98 	0.0045846 	13483 
189.48 	0.0045846 	13649 
189.98 	0.0045846 	13649 
190.48 	0.0045846 	13649 
190.98 	0.0045846 	13649 
191.48 	0.0045846 	13649 
191.98 	0.0045846 	13649 
192.48 	0.0045846 	13649 
192.98 	0.0045846 	13649 
193.48 	0.0045846 	13649 
193.98 	0.0045846 	13649 
194.48 	0.0045846 	13649 
194.98 	0.0045846 	13649 
195.48 	0.0044780 	13649 
195.98 	0.0044780 	13649 
196.48 	0.0044780 	13649 
196.98 	0.0044780 	13649 
197.48 	0.0044780 	13649 
197.98 	0.0044780 	13649 
198.48 	0.0043713 	13649 
198.98 	0.0043713 	13483 
199.48 	0.0043713 	13483 
199.98 	0.0043713 	13483 
200.48 	0.0043713 	13649 
200.98 	0.0043713 	13816 
201.48 	0.0043713 	13649 
201.98 	0.0043713 	13649 
202.48 	0.0042647 	13649 
202.98 	0.0043713 	13649 
203.48 	0.0042647 	13649 
203.98 	0.0042647 	13649 
204.48 	0.0043713 	13816 
204.98 	0.0042647 	13649 
205.48 	0.0042647 	13649 
205.98 	0.0042647 	13649 
206.48 	0.0041581 	13649 
206.98 	0.0041581 	13649 
207.48 	0.0041581 	13649 
207.98 	0.0042647 	13649 
208.48 	0.0041581 	13816 
208.98 	0.0042647 	13649 
209.48 	0.0041581 	13649 
209.98 	0.0041581 	13649 
210.48 	0.0041581 	13649 
210.98 	0.0041581 	13649 
211.48 	0.0042647 	13649 
211.98 	0.0041581 	13649 
212.48 	0.0041581 	13649 
212.98 	0.0041581 	13649 
213.48 	0.0041581 	13649 
213.98 	0.0041581 	13649 
214.48 	0.0041581 	13816 
214.98 	0.0041581 	13649 
215.48 	0.0041581 	13649 
215.98 	0.0041581 	13649 
216.48 	0.0041581 	13649 
216.98 	0.0041581 	13649 
217.48 	0.0040515 	13649 
217.98 	0.0041581 	13649 
218.48 	0.0040515 	13649 
218.98 	0.0041581 	13649 
219.48 	0.0040515 	13649 
219.98 	0.0040515 	13649 
220.48 	0.0041581 	13816 
220.95 	0.0040515 	13150 
221.45 	0.0039449 	12984 
221.95 	0.0038383 	12651 
222.38 	0.0036250 	11985 
222.83 	0.0035184 	11319 
223.33 	0.0033052 	10820 
223.80 	0.0030919 	10154 
224.30 	0.0029853 	9820.9 
224.75 	0.0027721 	9155.1 
225.25 	0.0026655 	8822.2 
225.75 	0.0024522 	8322.8 
226.15 	0.0023456 	7657.0 
226.65 	0.0021324 	7324.1 
227.15 	0.0019191 	6824.7 
227.65 	0.0018125 	6158.9 
228.15 	0.0015993 	5826.0 
228.65 	0.0014927 	5326.6 
229.15 	0.0011728 	4993.7 
229.65 	0.00095956 	4494.3 
230.15 	0.00074633 	3828.5 
230.65 	0.00053309 	3495.6 
231.15 	0.00021324 	2996.2 
231.65 	0.00000 	2663.3 
232.15 	-0.0002136 	1997.5 
232.65 	-0.0004273 	1831.0 
233.15 	-0.0006409 	1664.6 
233.65 	-0.0007478 	1664.6 
234.15 	-0.0007478 	1498.1 
234.65 	-0.0008546 	1331.7 
235.15 	-0.0008546 	1331.7 
235.65 	-0.0009614 	1331.7 
236.15 	-0.0009614 	1165.2 
236.65 	-0.0009614 	1165.2 
237.15 	-0.0010683 	1165.2 
237.65 	-0.0009614 	1165.2 
238.15 	-0.0009614 	1331.7 
238.65 	-0.0010683 	1165.2 
239.15 	-0.0010683 	998.74 
239.65 	-0.0010683 	998.74 
240.15 	-0.0010683 	1165.2 
240.65 	-0.0010683 	1165.2 
241.15 	-0.0010683 	998.74 
241.65 	-0.0010683 	832.28 
242.15 	-0.0010683 	998.74 
242.65 	-0.0010683 	998.74 
243.15 	-0.0010683 	998.74 
243.65 	-0.0010683 	998.74 
244.15 	-0.0010683 	998.74 
244.65 	-0.0009614 	998.74 
245.15 	-0.0009614 	998.74 
245.65 	-0.0010683 	998.74 
246.15 	-0.0009614 	998.74 
246.65 	-0.0009614 	1165.2 
247.15 	-0.0009614 	1165.2 
247.65 	-0.0010683 	998.74 
248.15 	-0.0009614 	998.74 
248.65 	-0.0010683 	998.74 
249.15 	-0.0010683 	832.28 
249.65 	-0.0009614 	998.74 
250.15 	-0.0009614 	998.74 
250.65 	-0.0010683 	998.74 
251.15 	-0.0009614 	1165.2 
251.65 	-0.0009614 	998.74 
252.15 	-0.0011751 	998.74 
252.65 	-0.0010683 	832.28 
253.15 	-0.0010683 	998.74 
253.65 	-0.0010683 	832.28 
254.15 	-0.0010683 	998.74 
254.65 	-0.0011751 	998.74 
255.15 	-0.0010683 	998.74 
255.65 	-0.0011751 	998.74 
256.15 	-0.0011751 	998.74 
256.65 	-0.0011751 	998.74 
257.15 	-0.0011751 	998.74 
257.65 	-0.0011751 	998.74 
258.15 	-0.0011751 	1165.2 
258.65 	-0.0011751 	998.74 
259.15 	-0.0011751 	998.74 
259.65 	-0.0011751 	998.74 
260.15 	-0.0011751 	998.74 
260.65 	-0.0011751 	998.74 
261.15 	-0.0012820 	998.74 
261.65 	-0.0012820 	998.74 
262.15 	-0.0012820 	998.74 
262.65 	-0.0012820 	998.74 
263.15 	-0.0012820 	998.74 
263.65 	-0.0011751 	998.74 
264.15 	-0.0012820 	998.74 
264.65 	-0.0012820 	832.28 
265.15 	-0.0012820 	832.28 
265.65 	-0.0012820 	998.74 
266.15 	-0.0012820 	998.74 
266.65 	-0.0012820 	998.74 
267.15 	-0.0012820 	1165.2 
267.65 	-0.0012820 	998.74 
268.15 	-0.0012820 	1165.2 
268.65 	-0.0013888 	1165.2 
269.15 	-0.0012820 	998.74 
269.65 	-0.0012820 	998.74 
270.15 	-0.0012820 	998.74 
270.65 	-0.0013888 	832.28 
271.15 	-0.0013888 	998.74 
