Tempo(s)	Deformação(mm)	Força(N)
0.016667 	-0.0004273 	166.46 
0.51667 	-0.0004273 	166.46 
1.0167 	-0.0004273 	499.37 
1.5167 	-0.0004273 	832.28 
2.0167 	-0.0003204 	1331.7 
2.5167 	-0.0002136 	1664.6 
3.0167 	0.00000 	1997.5 
3.5167 	0.00000 	2330.4 
4.0167 	0.00000 	2496.9 
4.5167 	0.00000 	2496.9 
5.0167 	0.00010662 	2496.9 
5.5167 	0.00010662 	2496.9 
6.0000 	0.00021324 	3162.7 
6.4167 	0.00053309 	3828.5 
6.7500 	0.00074633 	4494.3 
7.1167 	0.00095956 	5160.2 
7.6167 	0.00085294 	4993.7 
8.0667 	0.0010662 	5659.5 
8.4167 	0.0012794 	6325.4 
8.7667 	0.0015993 	6991.2 
9.1167 	0.0019191 	7657.0 
9.4667 	0.0021324 	8322.8 
9.9167 	0.0024522 	8988.7 
10.350 	0.0026655 	9654.5 
10.767 	0.0029853 	10320 
11.250 	0.0033052 	10986 
11.750 	0.0035184 	11486 
12.133 	0.0037316 	12151 
12.633 	0.0039449 	12651 
13.133 	0.0041581 	13150 
13.633 	0.0043713 	13649 
14.133 	0.0045846 	14149 
14.633 	0.0047978 	14815 
15.133 	0.0047978 	15148 
15.633 	0.0049044 	15480 
16.133 	0.0051177 	15980 
16.633 	0.0052243 	16479 
17.100 	0.0054375 	17145 
17.483 	0.0056508 	17811 
17.967 	0.0058640 	18477 
18.467 	0.0060772 	18810 
18.850 	0.0061839 	19475 
19.350 	0.0063971 	19808 
19.767 	0.0065037 	20474 
20.267 	0.0067169 	20807 
20.767 	0.0067169 	20974 
21.267 	0.0067169 	20974 
21.767 	0.0067169 	21140 
22.267 	0.0067169 	21140 
22.767 	0.0067169 	20974 
23.267 	0.0067169 	21140 
23.767 	0.0066103 	21140 
24.267 	0.0067169 	21140 
24.767 	0.0066103 	21140 
25.267 	0.0067169 	21140 
25.767 	0.0066103 	21140 
26.267 	0.0067169 	21140 
26.767 	0.0066103 	21140 
27.267 	0.0066103 	21140 
27.767 	0.0067169 	21140 
28.267 	0.0067169 	21140 
28.767 	0.0067169 	20974 
29.267 	0.0067169 	21140 
29.767 	0.0067169 	21140 
30.267 	0.0067169 	21140 
30.767 	0.0067169 	21140 
31.267 	0.0067169 	21140 
31.767 	0.0067169 	21140 
32.267 	0.0067169 	21140 
32.767 	0.0067169 	21140 
33.267 	0.0067169 	21140 
33.767 	0.0068236 	21140 
34.267 	0.0069302 	21140 
34.767 	0.0069302 	21140 
35.267 	0.0070368 	21140 
35.767 	0.0070368 	21140 
36.267 	0.0072500 	21140 
36.767 	0.0072500 	21140 
37.267 	0.0073566 	21306 
37.767 	0.0073566 	21140 
38.267 	0.0074633 	21140 
38.767 	0.0073566 	21140 
