Tempo(s)	Deformação(mm)	Força(N)
0.016667 	0.00000 	665.83 
0.51667 	0.00010662 	665.83 
1.0167 	0.00010662 	832.28 
1.5167 	0.00021324 	998.74 
2.0167 	0.00031985 	1498.1 
2.5167 	0.00031985 	1831.0 
3.0167 	0.00042647 	2330.4 
3.5000 	0.00063971 	2996.2 
4.0000 	0.00085294 	3329.1 
4.4667 	0.00095956 	3995.0 
4.8833 	0.0010662 	4660.8 
5.3833 	0.0011728 	5160.2 
5.8500 	0.0013860 	5826.0 
6.3500 	0.0013860 	6325.4 
6.8500 	0.0015993 	6991.2 
7.3500 	0.0017059 	7324.1 
7.7667 	0.0017059 	7989.9 
8.2667 	0.0019191 	8489.3 
8.7667 	0.0020257 	8988.7 
9.2667 	0.0021324 	9488.0 
9.7667 	0.0023456 	9987.4 
10.267 	0.0023456 	10653 
10.767 	0.0024522 	11153 
11.267 	0.0026655 	11486 
11.767 	0.0027721 	11985 
12.267 	0.0028787 	12318 
12.767 	0.0028787 	12484 
13.200 	0.0030919 	13150 
13.567 	0.0031985 	13816 
13.967 	0.0034118 	14482 
14.467 	0.0035184 	14981 
14.967 	0.0037316 	15647 
15.467 	0.0039449 	16146 
15.967 	0.0040515 	16646 
16.467 	0.0041581 	17312 
16.967 	0.0042647 	17811 
17.467 	0.0043713 	18144 
17.967 	0.0044780 	18643 
18.467 	0.0046912 	19143 
18.917 	0.0047978 	19808 
19.417 	0.0050111 	20308 
19.917 	0.0051177 	20974 
20.417 	0.0053309 	21306 
20.833 	0.0054375 	21972 
21.333 	0.0055441 	22305 
21.833 	0.0056508 	22805 
22.333 	0.0057574 	22971 
22.833 	0.0058640 	22971 
23.333 	0.0058640 	22971 
23.833 	0.0059706 	23137 
24.333 	0.0059706 	22971 
24.833 	0.0059706 	23137 
25.333 	0.0059706 	23137 
25.833 	0.0059706 	23137 
26.333 	0.0059706 	23137 
26.833 	0.0059706 	23137 
27.333 	0.0060772 	23137 
27.833 	0.0060772 	23137 
28.333 	0.0059706 	22971 
28.833 	0.0060772 	23304 
29.333 	0.0060772 	23137 
29.833 	0.0060772 	23137 
30.333 	0.0060772 	23137 
30.833 	0.0061839 	23137 
31.333 	0.0061839 	23137 
31.833 	0.0060772 	23137 
32.333 	0.0060772 	23137 
32.833 	0.0060772 	23137 
33.333 	0.0060772 	23137 
33.833 	0.0060772 	23137 
34.333 	0.0060772 	23137 
34.833 	0.0059706 	23137 
35.333 	0.0060772 	23137 
35.833 	0.0059706 	23137 
36.333 	0.0059706 	23137 
36.833 	0.0060772 	23137 
37.333 	0.0060772 	23137 
37.833 	0.0061839 	23137 
38.333 	0.0061839 	23137 
38.833 	0.0060772 	23137 
39.333 	0.0061839 	23137 
39.833 	0.0061839 	23137 
40.333 	0.0061839 	23304 
40.833 	0.0061839 	23137 
41.333 	0.0061839 	23137 
41.833 	0.0061839 	22971 
42.333 	0.0061839 	23137 
42.833 	0.0061839 	23137 
43.333 	0.0062905 	23304 
43.833 	0.0061839 	23137 
44.333 	0.0062905 	23137 
44.833 	0.0061839 	23304 
45.333 	0.0062905 	23304 
45.833 	0.0062905 	23137 
46.333 	0.0062905 	23137 
46.833 	0.0061839 	23137 
47.333 	0.0061839 	23137 
47.833 	0.0062905 	23304 
48.333 	0.0061839 	23137 
48.833 	0.0062905 	23137 
49.333 	0.0062905 	23137 
49.833 	0.0062905 	23137 
50.333 	0.0062905 	23137 
50.833 	0.0062905 	23137 
51.333 	0.0062905 	23137 
51.833 	0.0061839 	23304 
52.333 	0.0062905 	23304 
52.833 	0.0062905 	23137 
53.333 	0.0061839 	22971 
53.833 	0.0062905 	23137 
54.333 	0.0062905 	23304 
54.833 	0.0062905 	23137 
55.333 	0.0062905 	23137 
55.833 	0.0062905 	22971 
56.333 	0.0062905 	22971 
56.833 	0.0063971 	23137 
57.333 	0.0062905 	23137 
57.833 	0.0062905 	23137 
58.333 	0.0062905 	23137 
58.833 	0.0062905 	23137 
59.333 	0.0062905 	23304 
59.833 	0.0062905 	23304 
60.333 	0.0063971 	22971 
60.833 	0.0062905 	22971 
61.333 	0.0062905 	23137 
61.833 	0.0063971 	23137 
62.333 	0.0062905 	23137 
62.833 	0.0062905 	23137 
63.333 	0.0062905 	23137 
63.833 	0.0062905 	22971 
64.333 	0.0062905 	23304 
64.833 	0.0062905 	23137 
65.333 	0.0062905 	23137 
65.833 	0.0063971 	22971 
66.333 	0.0062905 	23137 
66.833 	0.0062905 	23137 
67.333 	0.0062905 	23137 
67.833 	0.0062905 	23304 
68.333 	0.0062905 	23137 
68.833 	0.0062905 	23137 
69.333 	0.0062905 	23137 
69.833 	0.0062905 	23137 
70.333 	0.0063971 	23137 
70.833 	0.0063971 	23137 
71.333 	0.0062905 	23137 
71.833 	0.0062905 	23137 
72.333 	0.0063971 	23137 
72.833 	0.0062905 	23137 
