Tempo(s)	Deformação(mm)	Força(N)
0.016667 	0.00000 	332.91 
0.51667 	0.00000 	499.37 
1.0167 	0.00010662 	665.83 
1.5167 	0.00010662 	998.74 
2.0167 	0.00021324 	1331.7 
2.5167 	0.00031985 	1831.0 
3.0167 	0.00053309 	2163.9 
3.4333 	0.00063971 	2829.8 
3.9333 	0.00074633 	3162.7 
4.4333 	0.00085294 	3662.0 
4.9333 	0.00074633 	3828.5 
5.4333 	0.00085294 	3828.5 
5.9333 	0.00085294 	3995.0 
6.4333 	0.00095956 	4161.4 
6.9333 	0.00095956 	4327.9 
7.2000 	0.0010662 	4993.7 
7.5500 	0.0012794 	5659.5 
8.0333 	0.0012794 	6325.4 
8.5333 	0.0013860 	6158.9 
9.0333 	0.0014927 	6824.7 
9.3500 	0.0015993 	7490.6 
9.7000 	0.0017059 	8156.4 
10.183 	0.0019191 	8822.2 
10.617 	0.0021324 	9488.0 
10.933 	0.0022390 	10154 
11.350 	0.0024522 	10820 
11.700 	0.0025588 	11486 
12.200 	0.0027721 	11985 
12.583 	0.0028787 	12651 
13.083 	0.0030919 	13317 
13.583 	0.0031985 	13816 
14.083 	0.0033052 	14315 
14.583 	0.0034118 	14815 
15.050 	0.0036250 	15480 
15.550 	0.0037316 	15980 
16.050 	0.0038383 	16313 
16.550 	0.0039449 	16812 
17.050 	0.0040515 	17145 
17.550 	0.0041581 	17644 
18.050 	0.0043713 	18144 
18.450 	0.0044780 	18810 
18.883 	0.0046912 	19475 
19.383 	0.0047978 	20141 
19.883 	0.0050111 	20641 
20.383 	0.0051177 	21140 
20.867 	0.0052243 	21806 
21.367 	0.0053309 	22305 
21.867 	0.0054375 	22805 
22.367 	0.0056508 	22971 
22.867 	0.0056508 	23137 
23.367 	0.0056508 	23304 
23.867 	0.0057574 	23304 
24.367 	0.0057574 	23304 
24.867 	0.0057574 	23304 
25.367 	0.0056508 	23304 
25.867 	0.0056508 	23137 
26.367 	0.0056508 	23304 
26.867 	0.0057574 	23304 
27.367 	0.0056508 	23304 
27.867 	0.0056508 	23304 
28.367 	0.0056508 	23137 
28.867 	0.0056508 	23137 
29.367 	0.0056508 	23304 
29.867 	0.0056508 	23304 
30.367 	0.0056508 	23304 
30.867 	0.0056508 	23304 
31.367 	0.0056508 	23470 
31.867 	0.0056508 	23304 
32.367 	0.0056508 	23304 
32.867 	0.0056508 	23304 
33.367 	0.0055441 	23304 
33.867 	0.0056508 	23304 
34.367 	0.0056508 	23304 
34.867 	0.0056508 	23304 
35.367 	0.0056508 	23304 
35.867 	0.0056508 	23304 
36.367 	0.0056508 	23304 
36.867 	0.0056508 	23304 
37.367 	0.0056508 	23304 
37.867 	0.0055441 	23304 
38.367 	0.0055441 	23304 
38.867 	0.0055441 	23304 
39.367 	0.0055441 	23304 
39.867 	0.0055441 	23137 
40.367 	0.0056508 	23304 
40.867 	0.0056508 	23470 
41.367 	0.0056508 	23304 
41.867 	0.0056508 	23304 
42.367 	0.0056508 	23304 
42.867 	0.0056508 	23304 
43.367 	0.0056508 	23304 
43.867 	0.0056508 	23304 
44.367 	0.0056508 	23304 
44.867 	0.0056508 	23304 
45.367 	0.0056508 	23304 
45.867 	0.0056508 	23304 
46.367 	0.0055441 	23304 
46.867 	0.0056508 	23304 
47.367 	0.0055441 	23304 
47.867 	0.0056508 	23304 
48.367 	0.0055441 	23304 
48.867 	0.0056508 	23304 
49.367 	0.0056508 	23137 
49.867 	0.0055441 	23304 
50.367 	0.0056508 	23304 
50.867 	0.0056508 	23470 
51.367 	0.0056508 	23304 
51.867 	0.0056508 	23304 
52.367 	0.0056508 	23304 
52.867 	0.0056508 	23304 
53.367 	0.0055441 	23304 
53.867 	0.0056508 	23304 
54.367 	0.0056508 	23304 
54.867 	0.0055441 	23304 
55.367 	0.0056508 	23304 
55.867 	0.0055441 	23304 
56.367 	0.0055441 	23304 
56.867 	0.0055441 	23304 
57.367 	0.0055441 	23304 
57.867 	0.0055441 	23470 
58.367 	0.0055441 	23304 
58.867 	0.0055441 	23304 
59.367 	0.0055441 	23304 
59.867 	0.0055441 	23304 
60.367 	0.0055441 	23304 
60.867 	0.0055441 	23304 
61.367 	0.0055441 	23304 
61.867 	0.0055441 	23304 
62.367 	0.0055441 	23304 
62.867 	0.0054375 	23304 
63.367 	0.0054375 	23304 
63.867 	0.0055441 	23470 
64.367 	0.0055441 	23470 
64.867 	0.0054375 	23470 
65.367 	0.0054375 	23304 
65.867 	0.0054375 	23304 
66.367 	0.0055441 	23304 
66.867 	0.0055441 	23304 
67.367 	0.0055441 	23304 
67.867 	0.0054375 	23304 
68.367 	0.0054375 	23304 
68.867 	0.0054375 	23304 
69.367 	0.0054375 	23304 
69.867 	0.0054375 	23304 
70.367 	0.0054375 	23304 
70.867 	0.0054375 	23304 
71.367 	0.0054375 	23137 
71.867 	0.0054375 	23137 
72.367 	0.0054375 	23137 
72.867 	0.0054375 	23470 
73.367 	0.0054375 	23304 
73.867 	0.0054375 	23304 
74.367 	0.0054375 	23304 
74.867 	0.0054375 	23304 
75.367 	0.0054375 	23137 
75.867 	0.0053309 	23304 
76.367 	0.0053309 	23304 
76.867 	0.0053309 	23304 
77.367 	0.0053309 	23304 
77.867 	0.0053309 	23137 
78.367 	0.0053309 	23304 
78.867 	0.0053309 	23304 
79.367 	0.0052243 	23304 
79.867 	0.0053309 	23304 
80.367 	0.0053309 	23304 
80.867 	0.0052243 	23137 
81.367 	0.0053309 	23304 
81.867 	0.0052243 	23304 
82.367 	0.0052243 	23304 
82.867 	0.0052243 	23137 
83.317 	0.0050111 	22472 
83.817 	0.0049044 	21972 
84.317 	0.0047978 	21473 
84.817 	0.0045846 	20974 
85.317 	0.0044780 	20308 
85.817 	0.0043713 	19975 
86.317 	0.0042647 	19475 
86.817 	0.0041581 	18976 
87.317 	0.0040515 	18477 
87.817 	0.0039449 	18144 
88.317 	0.0038383 	17811 
88.817 	0.0037316 	17312 
89.167 	0.0035184 	16646 
89.600 	0.0034118 	15980 
90.100 	0.0031985 	15480 
90.583 	0.0030919 	14815 
91.083 	0.0029853 	14315 
91.583 	0.0028787 	13816 
92.083 	0.0026655 	13317 
92.583 	0.0025588 	12651 
93.083 	0.0023456 	12318 
93.583 	0.0022390 	11818 
94.083 	0.0021324 	11153 
94.583 	0.0020257 	10820 
95.083 	0.0018125 	10320 
95.517 	0.0017059 	9654.5 
96.017 	0.0015993 	9321.6 
96.517 	0.0013860 	8822.2 
96.983 	0.0012794 	8156.4 
97.483 	0.0012794 	7823.5 
97.983 	0.0010662 	7157.6 
98.483 	0.00095956 	6824.7 
98.983 	0.00085294 	6491.8 
99.483 	0.00074633 	5992.4 
99.983 	0.00063971 	5659.5 
100.48 	0.00053309 	5160.2 
100.98 	0.00042647 	4660.8 
101.48 	0.00031985 	4327.9 
101.98 	0.00021324 	4161.4 
102.48 	0.00021324 	3828.5 
102.98 	0.00010662 	3495.6 
103.48 	0.00010662 	3329.1 
103.98 	0.00010662 	3162.7 
104.48 	0.00021324 	3162.7 
104.98 	0.00021324 	3329.1 
105.48 	0.00021324 	3162.7 
105.98 	0.00021324 	3162.7 
106.48 	0.00031985 	2996.2 
106.98 	0.00031985 	2829.8 
107.48 	0.00021324 	2829.8 
107.98 	0.00021324 	2663.3 
108.48 	0.00010662 	2330.4 
108.98 	0.00000 	1997.5 
109.48 	-0.0001068 	1831.0 
109.98 	-0.0002136 	1498.1 
110.48 	-0.0002136 	1498.1 
110.98 	-0.0002136 	1498.1 
111.48 	-0.0002136 	1331.7 
111.98 	-0.0002136 	1331.7 
112.48 	-0.0002136 	1331.7 
112.98 	-0.0003204 	1165.2 
113.48 	-0.0003204 	1165.2 
113.98 	-0.0003204 	1165.2 
114.48 	-0.0003204 	1165.2 
114.98 	-0.0003204 	1165.2 
115.48 	-0.0003204 	1165.2 
115.98 	-0.0003204 	1165.2 
116.48 	-0.0003204 	1165.2 
116.98 	-0.0003204 	1165.2 
117.48 	-0.0003204 	1165.2 
117.98 	-0.0003204 	1165.2 
118.48 	-0.0004273 	1165.2 
118.98 	-0.0003204 	1165.2 
119.48 	-0.0004273 	1165.2 
119.98 	-0.0004273 	1165.2 
120.48 	-0.0003204 	1165.2 
120.98 	-0.0003204 	1165.2 
121.48 	-0.0003204 	1165.2 
121.98 	-0.0004273 	1331.7 
122.48 	-0.0004273 	1165.2 
122.98 	-0.0003204 	1165.2 
123.48 	-0.0004273 	1165.2 
123.98 	-0.0004273 	1165.2 
124.48 	-0.0003204 	1165.2 
124.98 	-0.0003204 	1165.2 
125.48 	-0.0003204 	998.74 
125.98 	-0.0003204 	998.74 
126.48 	-0.0003204 	1331.7 
126.98 	-0.0003204 	1165.2 
127.48 	-0.0003204 	1165.2 
127.98 	-0.0003204 	1165.2 
128.48 	-0.0003204 	1165.2 
128.98 	-0.0003204 	1165.2 
129.48 	-0.0003204 	1165.2 
129.98 	-0.0003204 	1165.2 
130.48 	-0.0003204 	1165.2 
130.98 	-0.0003204 	1165.2 
131.48 	-0.0004273 	998.74 
131.98 	-0.0003204 	1165.2 
132.48 	-0.0003204 	1331.7 
132.98 	-0.0003204 	1165.2 
133.48 	-0.0003204 	1165.2 
133.98 	-0.0003204 	1165.2 
134.48 	-0.0003204 	1165.2 
134.98 	-0.0003204 	998.74 
135.48 	-0.0003204 	1165.2 
135.98 	-0.0003204 	1165.2 
136.48 	-0.0003204 	1165.2 
136.98 	-0.0004273 	1165.2 
137.48 	-0.0004273 	1165.2 
137.98 	-0.0004273 	1165.2 
138.48 	-0.0003204 	1165.2 
138.98 	-0.0004273 	1165.2 
139.48 	-0.0004273 	1165.2 
139.98 	-0.0004273 	1165.2 
140.48 	-0.0004273 	1165.2 
140.98 	-0.0003204 	1165.2 
141.48 	-0.0004273 	1165.2 
141.98 	-0.0004273 	1165.2 
142.48 	-0.0004273 	1165.2 
142.98 	-0.0004273 	1165.2 
143.48 	-0.0004273 	1331.7 
143.98 	-0.0004273 	998.74 
144.48 	-0.0004273 	1165.2 
144.98 	-0.0004273 	1331.7 
145.48 	-0.0004273 	1165.2 
145.98 	-0.0004273 	1165.2 
146.48 	-0.0005341 	1165.2 
146.98 	-0.0004273 	1165.2 
147.48 	-0.0004273 	1165.2 
147.98 	-0.0004273 	1331.7 
148.48 	-0.0004273 	1165.2 
148.98 	-0.0004273 	1165.2 
149.48 	-0.0004273 	1165.2 
149.98 	-0.0004273 	1165.2 
150.48 	-0.0004273 	1165.2 
150.98 	-0.0004273 	998.74 
151.48 	-0.0003204 	1165.2 
151.98 	-0.0003204 	1165.2 
152.48 	-0.0003204 	1331.7 
152.98 	-0.0004273 	1165.2 
153.48 	-0.0004273 	1165.2 
153.98 	-0.0003204 	1165.2 
154.48 	-0.0003204 	1165.2 
154.98 	-0.0003204 	1165.2 
155.48 	-0.0003204 	1165.2 
155.98 	-0.0004273 	1165.2 
156.48 	-0.0003204 	1331.7 
156.98 	-0.0003204 	1165.2 
157.48 	-0.0004273 	998.74 
157.98 	-0.0004273 	1165.2 
158.48 	-0.0004273 	1165.2 
158.98 	-0.0003204 	1165.2 
159.48 	-0.0003204 	1165.2 
159.98 	-0.0004273 	1165.2 
160.48 	-0.0003204 	1165.2 
160.98 	-0.0003204 	1165.2 
161.48 	-0.0003204 	1331.7 
161.98 	-0.0003204 	1165.2 
162.48 	-0.0003204 	1165.2 
162.98 	-0.0003204 	1165.2 
163.48 	-0.0004273 	1331.7 
163.98 	-0.0004273 	1165.2 
164.48 	-0.0003204 	998.74 
164.98 	-0.0003204 	998.74 
165.48 	-0.0004273 	1165.2 
165.98 	-0.0003204 	1165.2 
166.48 	-0.0003204 	1165.2 
166.98 	-0.0003204 	1165.2 
167.48 	-0.0003204 	1498.1 
167.98 	-0.0002136 	1997.5 
168.48 	-0.0001068 	2330.4 
168.98 	0.00000 	2663.3 
169.48 	0.00010662 	3162.7 
169.98 	0.00021324 	3662.0 
170.48 	0.00021324 	3828.5 
170.98 	0.00021324 	3828.5 
171.48 	0.00021324 	3828.5 
171.98 	0.00021324 	3995.0 
172.48 	0.00031985 	4161.4 
172.70 	0.00042647 	4827.2 
173.13 	0.00053309 	5493.1 
173.55 	0.00063971 	6158.9 
174.05 	0.00074633 	6325.4 
174.55 	0.00085294 	6325.4 
174.82 	0.00085294 	6991.2 
175.15 	0.0010662 	7657.0 
175.57 	0.0011728 	8489.3 
176.00 	0.0013860 	9155.1 
176.40 	0.0015993 	9820.9 
176.88 	0.0018125 	10487 
177.28 	0.0019191 	11153 
177.72 	0.0021324 	11818 
178.17 	0.0022390 	12484 
178.67 	0.0024522 	12984 
179.15 	0.0025588 	13649 
179.65 	0.0026655 	14149 
180.15 	0.0027721 	14648 
180.57 	0.0029853 	15314 
181.07 	0.0030919 	15647 
181.57 	0.0031985 	16146 
182.07 	0.0033052 	16479 
182.57 	0.0034118 	16979 
183.07 	0.0035184 	17478 
183.57 	0.0036250 	17977 
184.03 	0.0038383 	18643 
184.45 	0.0039449 	19309 
184.95 	0.0041581 	19808 
185.42 	0.0042647 	20474 
185.92 	0.0044780 	20974 
186.42 	0.0045846 	21473 
186.92 	0.0046912 	22139 
187.42 	0.0047978 	22638 
187.92 	0.0050111 	22971 
188.42 	0.0050111 	23137 
188.92 	0.0050111 	23304 
189.42 	0.0050111 	23304 
189.92 	0.0050111 	23304 
190.42 	0.0050111 	23137 
190.92 	0.0050111 	23137 
191.42 	0.0050111 	23304 
191.92 	0.0050111 	23304 
192.42 	0.0050111 	23304 
192.92 	0.0050111 	23137 
193.42 	0.0050111 	23137 
193.92 	0.0050111 	23304 
194.42 	0.0050111 	23304 
194.92 	0.0050111 	23304 
195.42 	0.0050111 	23304 
195.92 	0.0050111 	23304 
196.42 	0.0050111 	23304 
196.92 	0.0050111 	23304 
197.42 	0.0050111 	23304 
197.92 	0.0050111 	23304 
198.42 	0.0050111 	23304 
198.92 	0.0050111 	23137 
199.42 	0.0050111 	23304 
199.92 	0.0050111 	23304 
200.42 	0.0050111 	23470 
200.92 	0.0050111 	23304 
201.42 	0.0050111 	23304 
201.92 	0.0049044 	23137 
202.42 	0.0050111 	23304 
202.92 	0.0050111 	23137 
203.42 	0.0050111 	23304 
203.92 	0.0050111 	23470 
204.42 	0.0050111 	23304 
204.92 	0.0050111 	23304 
205.42 	0.0050111 	23304 
205.92 	0.0050111 	23304 
206.42 	0.0050111 	23304 
206.92 	0.0050111 	23470 
207.42 	0.0050111 	23304 
207.92 	0.0049044 	23304 
208.42 	0.0050111 	23137 
208.92 	0.0050111 	23137 
209.42 	0.0050111 	23304 
209.92 	0.0050111 	23304 
210.42 	0.0050111 	23304 
210.92 	0.0050111 	23304 
211.42 	0.0050111 	23304 
211.92 	0.0049044 	23304 
212.42 	0.0050111 	23304 
212.92 	0.0050111 	23304 
213.42 	0.0050111 	23304 
