Tempo(s)	Deformação(mm)	Força(N)
 0.016667 	0.00000 	0.00000 
0.51667 	0.00000 	0.00000 
1.0167 	0.00010662 	499.37 
1.5167 	0.00010662 	665.83 
2.0167 	0.00021324 	998.74 
2.5167 	0.00031985 	1498.1 
3.0167 	0.00042647 	1831.0 
3.4667 	0.00053309 	2496.9 
3.9667 	0.00053309 	2663.3 
4.4667 	0.00053309 	2829.8 
4.9667 	0.00063971 	2829.8 
5.4667 	0.00053309 	2996.2 
5.9667 	0.00063971 	3162.7 
6.4667 	0.00063971 	3495.6 
6.8167 	0.00085294 	4161.4 
7.2167 	0.00085294 	4827.2 
7.7167 	0.00095956 	5160.2 
8.2167 	0.0010662 	5493.1 
8.7167 	0.0011728 	5992.4 
9.0667 	0.0012794 	6658.3 
9.5667 	0.0014927 	7157.6 
9.9000 	0.0015993 	7823.5 
10.167 	0.0017059 	8489.3 
10.633 	0.0019191 	9155.1 
11.017 	0.0020257 	9820.9 
11.483 	0.0022390 	10487 
11.983 	0.0024522 	10986 
12.350 	0.0025588 	11652 
12.850 	0.0027721 	12151 
13.250 	0.0028787 	12817 
13.750 	0.0029853 	13317 
14.250 	0.0031985 	13816 
14.750 	0.0033052 	14482 
15.250 	0.0034118 	14815 
15.750 	0.0034118 	15148 
16.250 	0.0035184 	15647 
16.750 	0.0036250 	16146 
17.250 	0.0038383 	16479 
17.650 	0.0038383 	17145 
18.100 	0.0040515 	17811 
18.600 	0.0041581 	18310 
19.100 	0.0042647 	18810 
19.483 	0.0043713 	19475 
19.983 	0.0045846 	19808 
20.483 	0.0045846 	20308 
20.983 	0.0045846 	20474 
21.483 	0.0046912 	20641 
21.983 	0.0046912 	20641 
22.483 	0.0046912 	20641 
22.983 	0.0046912 	20641 
23.483 	0.0046912 	20641 
23.983 	0.0046912 	20474 
24.483 	0.0046912 	20474 
24.983 	0.0046912 	20641 
25.483 	0.0046912 	20641 
25.983 	0.0046912 	20641 
26.483 	0.0046912 	20641 
26.983 	0.0046912 	20641 
27.483 	0.0046912 	20641 
27.983 	0.0046912 	20474 
28.483 	0.0046912 	20641 
28.983 	0.0046912 	20641 
29.483 	0.0046912 	20641 
29.983 	0.0046912 	20474 
30.483 	0.0046912 	20641 
30.983 	0.0046912 	20641 
31.483 	0.0045846 	20641 
31.983 	0.0046912 	20641 
32.483 	0.0046912 	20641 
32.983 	0.0046912 	20641 
33.483 	0.0046912 	20641 
33.983 	0.0046912 	20641 
34.483 	0.0046912 	20641 
34.983 	0.0046912 	20641 
35.483 	0.0045846 	20641 
35.983 	0.0046912 	20641 
36.483 	0.0046912 	20641 
36.983 	0.0046912 	20641 
37.483 	0.0046912 	20474 
37.983 	0.0045846 	20641 
38.483 	0.0046912 	20641 
38.983 	0.0046912 	20641 
39.483 	0.0045846 	20641 
39.983 	0.0046912 	20474 
40.483 	0.0045846 	20641 
40.983 	0.0045846 	20641 
41.483 	0.0046912 	20641 
41.983 	0.0045846 	20641 
42.483 	0.0046912 	20641 
42.983 	0.0045846 	20641 
43.483 	0.0045846 	20641 
43.983 	0.0046912 	20807 
44.483 	0.0045846 	20807 
44.983 	0.0045846 	20641 
45.483 	0.0045846 	20641 
45.983 	0.0045846 	20641 
46.483 	0.0045846 	20641 
46.983 	0.0045846 	20641 
47.483 	0.0045846 	20641 
47.983 	0.0045846 	20641 
48.483 	0.0045846 	20641 
48.983 	0.0045846 	20641 
49.483 	0.0045846 	20641 
49.983 	0.0045846 	20641 
50.483 	0.0045846 	20641 
50.983 	0.0045846 	20641 
51.483 	0.0045846 	20807 
51.983 	0.0046912 	20641 
52.483 	0.0045846 	20641 
52.983 	0.0045846 	20807 
53.483 	0.0045846 	20641 
53.983 	0.0045846 	20641 
54.483 	0.0045846 	20641 
54.983 	0.0045846 	20641 
55.483 	0.0045846 	20641 
55.983 	0.0045846 	20641 
56.483 	0.0045846 	20641 
56.983 	0.0045846 	20641 
57.483 	0.0045846 	20641 
57.983 	0.0046912 	20641 
58.483 	0.0045846 	20641 
58.983 	0.0045846 	20474 
59.483 	0.0045846 	20807 
59.983 	0.0045846 	20641 
60.483 	0.0045846 	20641 
60.983 	0.0045846 	20641 
61.483 	0.0045846 	20641 
61.983 	0.0045846 	20641 
62.483 	0.0045846 	20641 
62.983 	0.0045846 	20641 
63.483 	0.0045846 	20641 
63.983 	0.0045846 	20641 
64.483 	0.0045846 	20641 
64.983 	0.0045846 	20641 
65.483 	0.0045846 	20807 
65.983 	0.0045846 	20641 
66.483 	0.0045846 	20474 
66.983 	0.0045846 	20641 
67.483 	0.0045846 	20641 
67.983 	0.0045846 	20641 
68.483 	0.0045846 	20641 
68.983 	0.0045846 	20641 
69.483 	0.0045846 	20474 
69.983 	0.0045846 	20474 
