Tempo(s)	Deformação(mm)	Força(N)
0.016667 	-0.0001068 	166.46 
0.51667 	-0.0001068 	166.46 
1.0167 	0.00000 	499.37 
1.5167 	0.00000 	499.37 
2.0167 	0.00010662 	832.28 
2.5167 	0.00010662 	1331.7 
3.0167 	0.00031985 	1498.1 
3.3833 	0.00031985 	2163.9 
3.8833 	0.00042647 	2496.9 
4.3667 	0.00063971 	3162.7 
4.8667 	0.00074633 	3495.6 
5.1000 	0.00095956 	4161.4 
5.6000 	0.0010662 	4827.2 
6.0333 	0.0012794 	5493.1 
6.5333 	0.0014927 	5826.0 
6.9167 	0.0015993 	6491.8 
7.4167 	0.0017059 	6991.2 
7.9167 	0.0018125 	7490.6 
8.3333 	0.0019191 	8156.4 
8.8333 	0.0020257 	8489.3 
9.3167 	0.0021324 	9155.1 
9.8167 	0.0023456 	9654.5 
10.317 	0.0024522 	10154 
10.817 	0.0025588 	10653 
11.317 	0.0026655 	11153 
11.817 	0.0027721 	11486 
12.317 	0.0028787 	11818 
12.817 	0.0029853 	12484 
13.317 	0.0030919 	12984 
13.817 	0.0031985 	13483 
14.183 	0.0033052 	14149 
14.683 	0.0035184 	14648 
15.133 	0.0037316 	15314 
15.633 	0.0038383 	15813 
16.133 	0.0040515 	16313 
16.633 	0.0041581 	16812 
17.133 	0.0042647 	17312 
17.567 	0.0043713 	17977 
18.067 	0.0044780 	18310 
18.517 	0.0046912 	18976 
19.017 	0.0047978 	19309 
19.517 	0.0049044 	19808 
20.017 	0.0051177 	20308 
20.517 	0.0051177 	20641 
21.017 	0.0052243 	20807 
21.517 	0.0052243 	20807 
22.017 	0.0052243 	20974 
22.517 	0.0052243 	20974 
23.017 	0.0052243 	20974 
23.517 	0.0052243 	20807 
24.017 	0.0052243 	20974 
24.517 	0.0052243 	20974 
25.017 	0.0052243 	20974 
25.517 	0.0052243 	20974 
26.017 	0.0052243 	20807 
26.517 	0.0052243 	20974 
27.017 	0.0052243 	20974 
27.517 	0.0052243 	20974 
28.017 	0.0052243 	20974 
28.517 	0.0052243 	20974 
29.017 	0.0052243 	21140 
29.517 	0.0051177 	21140 
30.017 	0.0051177 	20974 
30.517 	0.0051177 	20974 
31.017 	0.0051177 	20807 
31.517 	0.0051177 	20974 
32.017 	0.0051177 	20974 
32.517 	0.0051177 	21140 
33.017 	0.0051177 	20974 
33.517 	0.0051177 	20974 
34.017 	0.0051177 	20974 
34.517 	0.0051177 	20974 
35.017 	0.0051177 	20974 
35.517 	0.0051177 	21140 
36.017 	0.0051177 	20974 
36.517 	0.0051177 	20974 
37.017 	0.0051177 	20807 
37.517 	0.0051177 	20974 
38.017 	0.0051177 	20974 
38.517 	0.0051177 	20974 
39.017 	0.0051177 	20974 
39.517 	0.0051177 	20974 
40.017 	0.0051177 	20974 
40.517 	0.0050111 	20974 
41.017 	0.0051177 	20974 
41.517 	0.0050111 	20974 
42.017 	0.0050111 	20974 
42.517 	0.0050111 	20974 
43.017 	0.0051177 	20974 
43.517 	0.0050111 	20974 
44.017 	0.0051177 	20974 
44.517 	0.0051177 	20974 
45.017 	0.0051177 	20974 
45.517 	0.0050111 	20974 
46.017 	0.0050111 	20974 
46.517 	0.0050111 	20974 
47.017 	0.0050111 	20974 
47.517 	0.0050111 	20974 
48.017 	0.0051177 	20974 
48.517 	0.0050111 	20974 
49.017 	0.0050111 	20807 
49.517 	0.0050111 	20974 
50.017 	0.0050111 	20974 
50.517 	0.0050111 	20974 
51.017 	0.0050111 	20974 
51.517 	0.0050111 	20974 
