Tempo(s)	Deformação(mm)	Força(N)
0.016667 	-0.0001068 	-166.80 
0.51667 	0.00000 	-166.80 
1.0167 	0.00000 	332.91 
1.5167 	0.00010662 	665.83 
2.0167 	0.00021324 	998.74 
2.5167 	0.00031985 	1498.1 
3.0167 	0.00053309 	1997.5 
3.5167 	0.00063971 	2496.9 
4.0167 	0.00074633 	2829.8 
4.5167 	0.00074633 	2996.2 
5.0167 	0.00074633 	2996.2 
5.5167 	0.00074633 	3162.7 
5.9667 	0.00085294 	3828.5 
6.4667 	0.0011728 	4327.9 
6.9000 	0.0013860 	4993.7 
7.4000 	0.0015993 	5493.1 
7.9000 	0.0017059 	5826.0 
8.4000 	0.0018125 	5992.4 
8.8333 	0.0019191 	6658.3 
9.2500 	0.0022390 	7324.1 
9.5500 	0.0023456 	7989.9 
10.000 	0.0025588 	8655.8 
10.500 	0.0027721 	9321.6 
11.000 	0.0029853 	9987.4 
11.433 	0.0031985 	10653 
11.933 	0.0034118 	11153 
12.267 	0.0036250 	11818 
12.767 	0.0038383 	12318 
13.267 	0.0039449 	12817 
13.767 	0.0041581 	13317 
14.217 	0.0042647 	13982 
14.717 	0.0044780 	14482 
15.217 	0.0045846 	14815 
15.717 	0.0046912 	15148 
16.217 	0.0047978 	15647 
16.717 	0.0050111 	16146 
17.117 	0.0051177 	16812 
17.533 	0.0053309 	17478 
18.017 	0.0055441 	18144 
18.517 	0.0057574 	18643 
19.017 	0.0058640 	19143 
19.517 	0.0060772 	19642 
19.983 	0.0061839 	20308 
20.483 	0.0063971 	20807 
20.983 	0.0066103 	21473 
21.483 	0.0067169 	21806 
21.983 	0.0068236 	22305 
22.483 	0.0070368 	22805 
22.983 	0.0071434 	22971 
23.483 	0.0071434 	23137 
23.983 	0.0071434 	23137 
24.483 	0.0071434 	23304 
24.983 	0.0072500 	23304 
25.483 	0.0071434 	23304 
25.983 	0.0071434 	23304 
26.483 	0.0071434 	23304 
26.983 	0.0071434 	23304 
27.483 	0.0072500 	23470 
27.983 	0.0072500 	23304 
28.483 	0.0072500 	23304 
28.983 	0.0071434 	23137 
29.483 	0.0072500 	23304 
29.983 	0.0072500 	23470 
30.483 	0.0072500 	23304 
30.983 	0.0071434 	23304 
31.483 	0.0072500 	23304 
31.983 	0.0071434 	23304 
32.483 	0.0072500 	23304 
32.983 	0.0072500 	23304 
33.483 	0.0071434 	23470 
33.983 	0.0072500 	23304 
34.483 	0.0072500 	23304 
34.983 	0.0072500 	23304 
35.483 	0.0072500 	23304 
35.983 	0.0072500 	23304 
36.483 	0.0072500 	23304 
36.983 	0.0072500 	23304 
37.483 	0.0072500 	23304 
37.983 	0.0071434 	23304 
38.483 	0.0071434 	23304 
38.983 	0.0072500 	23470 
39.483 	0.0071434 	23304 
39.983 	0.0072500 	23304 
40.483 	0.0072500 	23304 
40.983 	0.0072500 	23304 
41.483 	0.0071434 	23304 
41.983 	0.0072500 	23304 
42.483 	0.0072500 	23304 
42.983 	0.0071434 	23470 
43.483 	0.0072500 	23304 
43.983 	0.0072500 	23304 
44.483 	0.0071434 	23304 
44.983 	0.0071434 	23304 
45.483 	0.0072500 	23304 
45.983 	0.0071434 	23304 
46.483 	0.0072500 	23304 
46.983 	0.0071434 	23304 
47.483 	0.0072500 	23304 
47.983 	0.0072500 	23304 
48.483 	0.0072500 	23304 
48.983 	0.0072500 	23304 
49.483 	0.0072500 	23304 
49.983 	0.0072500 	23304 
50.483 	0.0071434 	23304 
50.983 	0.0072500 	23304 
51.483 	0.0071434 	23304 
51.983 	0.0071434 	23304 
52.483 	0.0072500 	23470 
52.983 	0.0071434 	23304 
53.483 	0.0071434 	23304 
53.983 	0.0072500 	23304 
54.483 	0.0071434 	23304 
54.983 	0.0072500 	23304 
55.483 	0.0071434 	23304 
55.983 	0.0072500 	23304 
56.483 	0.0072500 	23304 
56.983 	0.0071434 	23304 
57.483 	0.0072500 	23304 
57.983 	0.0071434 	23304 
58.483 	0.0071434 	23304 
58.983 	0.0072500 	23304 
59.483 	0.0072500 	23304 
59.983 	0.0071434 	23304 
60.483 	0.0072500 	23304 
60.983 	0.0072500 	23304 
61.483 	0.0072500 	23304 
61.983 	0.0071434 	23470 
62.483 	0.0071434 	23304 
62.983 	0.0071434 	23137 
63.483 	0.0071434 	23304 
63.983 	0.0071434 	23304 
64.483 	0.0071434 	23304 
64.983 	0.0072500 	23470 
65.483 	0.0072500 	23304 
65.983 	0.0072500 	23304 
66.483 	0.0071434 	23304 
66.983 	0.0071434 	23304 
67.483 	0.0072500 	23304 
67.983 	0.0071434 	23304 
68.483 	0.0071434 	23304 
68.983 	0.0072500 	23470 
69.483 	0.0072500 	23304 
69.983 	0.0072500 	23304 
70.483 	0.0071434 	23304 
70.983 	0.0071434 	23304 
71.483 	0.0071434 	23304 
71.983 	0.0071434 	23304 
72.483 	0.0071434 	23470 
72.983 	0.0071434 	23304 
73.483 	0.0071434 	23304 
73.983 	0.0071434 	23304 
74.483 	0.0072500 	23304 
74.983 	0.0071434 	23304 
75.483 	0.0072500 	23304 
75.983 	0.0071434 	23304 
76.483 	0.0071434 	23470 
76.983 	0.0072500 	23470 
77.483 	0.0072500 	23304 
77.983 	0.0071434 	23304 
78.483 	0.0072500 	23304 
78.983 	0.0071434 	23304 
79.483 	0.0071434 	23304 
79.983 	0.0071434 	23304 
80.483 	0.0071434 	23304 
80.983 	0.0071434 	23304 
81.483 	0.0071434 	23304 
81.983 	0.0071434 	23137 
82.483 	0.0071434 	23137 
82.983 	0.0071434 	23304 
83.483 	0.0070368 	22638 
83.983 	0.0068236 	22139 
84.467 	0.0067169 	21473 
84.967 	0.0065037 	21140 
85.400 	0.0063971 	20474 
85.900 	0.0062905 	19975 
86.400 	0.0060772 	19642 
86.833 	0.0059706 	18976 
87.333 	0.0058640 	18810 
87.833 	0.0057574 	18310 
88.333 	0.0056508 	17811 
88.833 	0.0055441 	17478 
89.333 	0.0053309 	17145 
89.633 	0.0052243 	16479 
90.133 	0.0050111 	15813 
90.633 	0.0047978 	15314 
91.050 	0.0046912 	14648 
91.550 	0.0044780 	14315 
92.017 	0.0043713 	13649 
92.517 	0.0041581 	13150 
93.017 	0.0039449 	12651 
93.517 	0.0038383 	12151 
94.000 	0.0036250 	11486 
94.500 	0.0035184 	11153 
95.000 	0.0033052 	10487 
95.500 	0.0031985 	10320 
95.817 	0.0030919 	9654.5 
96.317 	0.0028787 	9321.6 
96.817 	0.0027721 	8822.2 
97.300 	0.0025588 	8156.4 
97.800 	0.0024522 	7823.5 
98.300 	0.0022390 	7490.6 
98.583 	0.0021324 	6824.7 
99.083 	0.0020257 	6491.8 
99.583 	0.0018125 	6158.9 
100.07 	0.0017059 	5493.1 
100.57 	0.0015993 	5160.2 
101.07 	0.0013860 	4827.2 
101.57 	0.0012794 	4327.9 
102.07 	0.0010662 	3995.0 
102.57 	0.00095956 	3495.6 
103.07 	0.00085294 	3162.7 
103.57 	0.00063971 	2996.2 
104.07 	0.00063971 	2663.3 
104.57 	0.00063971 	2663.3 
105.07 	0.00074633 	2829.8 
105.57 	0.00063971 	2663.3 
106.07 	0.00063971 	2496.9 
106.57 	0.00063971 	2496.9 
107.07 	0.00063971 	2330.4 
107.57 	0.00063971 	2330.4 
108.07 	0.00063971 	2330.4 
108.57 	0.00063971 	2330.4 
109.07 	0.00063971 	2330.4 
109.57 	0.00063971 	2163.9 
110.07 	0.00053309 	1997.5 
110.57 	0.00053309 	1664.6 
111.07 	0.00042647 	1498.1 
111.57 	0.00042647 	1498.1 
112.07 	0.00042647 	1498.1 
112.57 	0.00031985 	1331.7 
113.07 	0.00031985 	1331.7 
113.57 	0.00031985 	1165.2 
114.07 	0.00031985 	1165.2 
114.57 	0.00021324 	1165.2 
