Tempo(s)	Deformação(mm)	Força(N)
0.016667 	0.00000 	332.91 
0.51667 	0.00000 	332.91 
1.0167 	0.00000 	665.83 
1.5167 	0.00010662 	998.74 
2.0167 	0.00021324 	1498.1 
2.5167 	0.00042647 	1997.5 
3.0167 	0.00053309 	2330.4 
3.5167 	0.00074633 	2829.8 
4.0167 	0.00095956 	3162.7 
4.5167 	0.0010662 	3495.6 
5.0167 	0.0010662 	3662.0 
5.5167 	0.0011728 	3662.0 
6.0167 	0.0011728 	3828.5 
6.5167 	0.0011728 	4161.4 
7.0000 	0.0013860 	4827.2 
7.4333 	0.0017059 	5493.1 
7.9333 	0.0018125 	5826.0 
8.4333 	0.0019191 	5826.0 
8.7167 	0.0020257 	6491.8 
9.2167 	0.0023456 	6991.2 
9.5500 	0.0025588 	7657.0 
9.9333 	0.0028787 	8322.8 
10.333 	0.0031985 	8988.7 
10.833 	0.0035184 	9654.5 
11.233 	0.0038383 	10320 
11.633 	0.0040515 	10986 
12.100 	0.0044780 	11652 
12.600 	0.0046912 	12151 
12.950 	0.0050111 	12817 
13.450 	0.0053309 	13317 
13.867 	0.0055441 	13982 
14.367 	0.0057574 	14482 
14.867 	0.0060772 	14981 
15.367 	0.0062905 	15480 
15.867 	0.0065037 	15980 
16.367 	0.0067169 	16313 
16.867 	0.0068236 	16812 
17.367 	0.0070368 	17312 
17.867 	0.0072500 	17811 
18.250 	0.0075699 	18477 
18.733 	0.0077831 	19143 
19.233 	0.0081030 	19642 
19.683 	0.0083162 	20308 
20.183 	0.0085294 	20807 
20.683 	0.0086361 	20807 
21.183 	0.0087427 	20974 
21.683 	0.0087427 	21140 
22.183 	0.0087427 	21140 
22.683 	0.0088493 	21140 
23.183 	0.0088493 	20974 
23.683 	0.0088493 	21140 
24.183 	0.0088493 	21140 
24.683 	0.0088493 	21140 
25.183 	0.0088493 	21140 
25.683 	0.0088493 	21140 
26.183 	0.0088493 	21140 
26.683 	0.0088493 	21140 
27.183 	0.0088493 	21140 
27.683 	0.0088493 	21140 
28.183 	0.0088493 	21140 
28.683 	0.0088493 	21140 
29.183 	0.0088493 	20974 
29.683 	0.0088493 	21140 
30.183 	0.0088493 	21140 
30.683 	0.0088493 	21140 
31.183 	0.0088493 	21140 
31.683 	0.0088493 	21140 
32.183 	0.0088493 	20974 
32.683 	0.0088493 	21140 
33.183 	0.0088493 	21140 
33.683 	0.0088493 	20974 
34.183 	0.0088493 	21140 
34.683 	0.0088493 	21140 
35.183 	0.0088493 	21140 
35.683 	0.0088493 	21306 
36.183 	0.0088493 	21140 
36.683 	0.0088493 	20974 
37.183 	0.0088493 	20974 
37.683 	0.0088493 	21140 
38.183 	0.0088493 	21140 
38.683 	0.0088493 	21140 
39.183 	0.0088493 	21140 
39.683 	0.0088493 	21140 
40.183 	0.0088493 	21140 
40.683 	0.0088493 	21306 
41.183 	0.0088493 	20974 
41.683 	0.0088493 	21140 
42.183 	0.0088493 	21140 
42.683 	0.0088493 	21306 
43.183 	0.0087427 	21140 
43.683 	0.0088493 	20974 
44.183 	0.0088493 	21140 
44.683 	0.0088493 	21140 
45.183 	0.0088493 	21140 
45.683 	0.0088493 	21140 
46.183 	0.0088493 	21140 
46.683 	0.0088493 	21140 
47.183 	0.0088493 	21140 
47.683 	0.0088493 	21140 
48.183 	0.0088493 	21140 
48.683 	0.0088493 	21140 
49.183 	0.0088493 	21140 
49.683 	0.0088493 	21140 
50.183 	0.0088493 	20974 
50.683 	0.0088493 	20974 
51.183 	0.0088493 	21140 
51.683 	0.0088493 	20974 
52.183 	0.0088493 	21140 
52.683 	0.0088493 	21140 
53.183 	0.0088493 	21140 
53.683 	0.0088493 	21140 
54.183 	0.0088493 	20974 
54.683 	0.0088493 	20974 
55.183 	0.0088493 	21140 
55.683 	0.0088493 	21306 
56.183 	0.0088493 	21140 
56.683 	0.0088493 	21140 
57.183 	0.0088493 	21140 
57.683 	0.0088493 	21140 
58.183 	0.0088493 	21140 
58.683 	0.0088493 	21140 
59.183 	0.0088493 	21140 
59.683 	0.0088493 	21140 
60.183 	0.0088493 	21140 
60.683 	0.0088493 	21140 
61.183 	0.0088493 	21140 
61.683 	0.0087427 	20974 
62.183 	0.0088493 	21140 
62.683 	0.0088493 	21306 
63.183 	0.0088493 	21140 
63.683 	0.0088493 	21140 
64.183 	0.0088493 	21306 
64.683 	0.0088493 	21140 
65.183 	0.0088493 	21140 
65.683 	0.0089559 	21140 
66.183 	0.0088493 	21140 
66.683 	0.0088493 	21140 
67.183 	0.0088493 	21140 
67.683 	0.0088493 	21140 
68.183 	0.0089559 	21306 
68.683 	0.0089559 	21140 
69.183 	0.0088493 	21140 
69.683 	0.0088493 	20974 
70.183 	0.0088493 	21140 
70.683 	0.0088493 	21140 
71.183 	0.0088493 	21306 
71.683 	0.0088493 	21140 
72.183 	0.0088493 	21140 
72.683 	0.0088493 	21140 
73.183 	0.0089559 	21140 
73.683 	0.0089559 	21140 
74.183 	0.0088493 	21140 
74.683 	0.0088493 	21140 
75.183 	0.0089559 	21140 
75.683 	0.0088493 	21140 
76.183 	0.0088493 	21306 
76.683 	0.0088493 	21140 
77.183 	0.0088493 	21140 
77.683 	0.0088493 	21140 
78.183 	0.0088493 	21140 
78.683 	0.0088493 	21140 
79.183 	0.0088493 	20974 
79.683 	0.0088493 	21140 
80.183 	0.0088493 	21140 
80.683 	0.0088493 	21140 
81.183 	0.0087427 	20474 
81.683 	0.0085294 	20141 
82.150 	0.0083162 	19475 
82.650 	0.0081030 	19143 
83.150 	0.0079964 	18810 
83.650 	0.0076765 	18477 
84.100 	0.0075699 	17811 
84.600 	0.0074633 	17644 
85.100 	0.0072500 	17312 
85.300 	0.0071434 	16646 
85.783 	0.0067169 	16146 
86.183 	0.0066103 	15480 
86.683 	0.0062905 	14981 
87.167 	0.0060772 	14315 
87.667 	0.0058640 	13982 
88.083 	0.0056508 	13317 
88.583 	0.0054375 	12984 
88.967 	0.0052243 	12318 
89.467 	0.0050111 	11985 
89.967 	0.0047978 	11652 
90.333 	0.0045846 	10986 
90.833 	0.0043713 	10820 
91.033 	0.0042647 	10154 
91.533 	0.0040515 	9987.4 
92.033 	0.0038383 	9321.6 
92.533 	0.0036250 	8822.2 
93.033 	0.0034118 	8322.8 
93.533 	0.0031985 	7823.5 
94.033 	0.0029853 	7657.0 
94.367 	0.0028787 	6991.2 
94.867 	0.0027721 	6658.3 
95.367 	0.0025588 	6325.4 
95.867 	0.0023456 	5826.0 
96.367 	0.0022390 	5326.6 
96.867 	0.0020257 	4827.2 
97.367 	0.0018125 	4660.8 
97.867 	0.0015993 	4161.4 
98.367 	0.0014927 	3828.5 
98.867 	0.0013860 	3662.0 
99.367 	0.0012794 	3495.6 
99.867 	0.0011728 	3329.1 
100.37 	0.0011728 	2996.2 
100.87 	0.0010662 	3162.7 
101.37 	0.0011728 	2996.2 
101.87 	0.0010662 	2996.2 
102.37 	0.0010662 	2996.2 
102.87 	0.0011728 	2663.3 
103.37 	0.0011728 	2663.3 
103.87 	0.0010662 	2829.8 
104.37 	0.0010662 	2663.3 
104.87 	0.0010662 	2496.9 
105.37 	0.00085294 	2163.9 
105.87 	0.00074633 	1997.5 
106.37 	0.00063971 	1831.0 
106.87 	0.00053309 	1664.6 
107.37 	0.00053309 	1498.1 
107.87 	0.00042647 	1498.1 
108.37 	0.00042647 	1498.1 
108.87 	0.00042647 	1331.7 
109.37 	0.00031985 	1165.2 
109.87 	0.00031985 	1165.2 
110.37 	0.00031985 	1165.2 
110.87 	0.00031985 	1165.2 
111.37 	0.00031985 	1165.2 
111.87 	0.00042647 	1165.2 
112.37 	0.00031985 	1165.2 
112.87 	0.00031985 	1165.2 
113.37 	0.00031985 	1331.7 
113.87 	0.00031985 	1165.2 
114.37 	0.00031985 	1165.2 
114.87 	0.00031985 	1165.2 
115.37 	0.00042647 	1331.7 
115.87 	0.00031985 	1165.2 
116.37 	0.00031985 	1165.2 
116.87 	0.00031985 	1165.2 
117.37 	0.00031985 	998.74 
117.87 	0.00031985 	1165.2 
118.37 	0.00031985 	1165.2 
118.87 	0.00031985 	1165.2 
119.37 	0.00031985 	1165.2 
119.87 	0.00031985 	1165.2 
120.37 	0.00031985 	1165.2 
120.87 	0.00031985 	1165.2 
121.37 	0.00031985 	1165.2 
121.87 	0.00031985 	1165.2 
122.37 	0.00031985 	1165.2 
122.87 	0.00031985 	1165.2 
123.37 	0.00031985 	1165.2 
123.87 	0.00031985 	1165.2 
124.37 	0.00031985 	1331.7 
124.87 	0.00031985 	1331.7 
125.37 	0.00031985 	1165.2 
125.87 	0.00031985 	1165.2 
126.37 	0.00031985 	1165.2 
126.87 	0.00031985 	1165.2 
127.37 	0.00031985 	1165.2 
127.87 	0.00031985 	1165.2 
128.37 	0.00031985 	1165.2 
128.87 	0.00031985 	1165.2 
129.37 	0.00031985 	1165.2 
129.87 	0.00031985 	1165.2 
130.37 	0.00031985 	1165.2 
130.87 	0.00031985 	1165.2 
131.37 	0.00031985 	1165.2 
131.87 	0.00021324 	1165.2 
132.37 	0.00031985 	1165.2 
132.87 	0.00031985 	1331.7 
133.37 	0.00031985 	1165.2 
133.87 	0.00031985 	1165.2 
134.37 	0.00021324 	1165.2 
134.87 	0.00031985 	1165.2 
135.37 	0.00021324 	1165.2 
135.87 	0.00031985 	1165.2 
136.37 	0.00031985 	1165.2 
136.87 	0.00021324 	1165.2 
137.37 	0.00031985 	1165.2 
137.87 	0.00031985 	1331.7 
138.37 	0.00021324 	1331.7 
138.87 	0.00031985 	1165.2 
139.37 	0.00031985 	1165.2 
139.87 	0.00031985 	1165.2 
140.37 	0.00031985 	1165.2 
140.87 	0.00021324 	998.74 
141.37 	0.00021324 	1165.2 
141.87 	0.00031985 	1165.2 
142.37 	0.00031985 	1331.7 
142.87 	0.00031985 	1331.7 
143.37 	0.00031985 	998.74 
143.87 	0.00031985 	1165.2 
144.37 	0.00031985 	1165.2 
144.87 	0.00021324 	1165.2 
145.37 	0.00021324 	1165.2 
145.87 	0.00021324 	1165.2 
146.37 	0.00031985 	1165.2 
146.87 	0.00031985 	1165.2 
147.37 	0.00021324 	1165.2 
147.87 	0.00021324 	1165.2 
148.37 	0.00021324 	1165.2 
148.87 	0.00031985 	1165.2 
149.37 	0.00031985 	1165.2 
149.87 	0.00031985 	1165.2 
150.37 	0.00021324 	1165.2 
150.87 	0.00031985 	1331.7 
151.37 	0.00031985 	1165.2 
151.87 	0.00031985 	1165.2 
152.37 	0.00031985 	1165.2 
152.87 	0.00021324 	1165.2 
153.37 	0.00021324 	1165.2 
153.87 	0.00031985 	1331.7 
154.37 	0.00031985 	1165.2 
154.87 	0.00021324 	1165.2 
155.37 	0.00031985 	1165.2 
155.87 	0.00031985 	1331.7 
156.37 	0.00031985 	1331.7 
156.87 	0.00031985 	1165.2 
157.37 	0.00031985 	1165.2 
157.87 	0.00031985 	1165.2 
158.37 	0.00031985 	1165.2 
158.87 	0.00031985 	1165.2 
159.37 	0.00021324 	1165.2 
159.87 	0.00031985 	1165.2 
160.37 	0.00021324 	1165.2 
160.87 	0.00031985 	1331.7 
161.37 	0.00031985 	1165.2 
161.87 	0.00021324 	1165.2 
162.37 	0.00031985 	1165.2 
162.87 	0.00031985 	1165.2 
163.37 	0.00031985 	1498.1 
163.87 	0.00031985 	1831.0 
164.37 	0.00053309 	2163.9 
164.87 	0.00063971 	2663.3 
165.37 	0.00074633 	2996.2 
165.87 	0.00095956 	3329.1 
166.37 	0.0010662 	3495.6 
166.87 	0.0011728 	3662.0 
167.37 	0.0010662 	3828.5 
167.87 	0.0010662 	3995.0 
168.37 	0.0011728 	4327.9 
168.78 	0.0013860 	4993.7 
169.25 	0.0017059 	5659.5 
169.75 	0.0018125 	5992.4 
170.25 	0.0019191 	6158.9 
170.75 	0.0021324 	6658.3 
171.18 	0.0024522 	7324.1 
171.52 	0.0026655 	7989.9 
171.92 	0.0029853 	8655.8 
172.33 	0.0033052 	9321.6 
172.73 	0.0036250 	9987.4 
173.23 	0.0038383 	10653 
173.72 	0.0042647 	11319 
174.18 	0.0045846 	11985 
174.68 	0.0049044 	12484 
175.10 	0.0051177 	13150 
175.53 	0.0053309 	13816 
176.03 	0.0056508 	14315 
176.53 	0.0059706 	14815 
177.03 	0.0061839 	15480 
177.53 	0.0063971 	15813 
178.03 	0.0066103 	16146 
178.53 	0.0067169 	16479 
178.95 	0.0069302 	17145 
179.45 	0.0072500 	17644 
179.87 	0.0074633 	18310 
180.37 	0.0077831 	18810 
180.73 	0.0079964 	19475 
181.23 	0.0082096 	19975 
181.73 	0.0085294 	20474 
182.23 	0.0086361 	20807 
182.73 	0.0087427 	20974 
183.23 	0.0087427 	20974 
183.73 	0.0088493 	21140 
184.23 	0.0088493 	20974 
184.73 	0.0088493 	21140 
185.23 	0.0088493 	21306 
185.73 	0.0089559 	21140 
186.23 	0.0088493 	20974 
186.73 	0.0088493 	21140 
187.23 	0.0088493 	21140 
187.73 	0.0088493 	21140 
188.23 	0.0089559 	21140 
