Tempo(s)	Deformação(mm)	Força(N)
0.016667 	0.00000 	-333.60 
0.51667 	0.00000 	-166.80 
1.0167 	0.00000 	0.00000 
1.5167 	0.00010662 	332.91 
2.0167 	0.00021324 	832.28 
2.5167 	0.00031985 	1165.2 
3.0167 	0.00042647 	1498.1 
3.5000 	0.00063971 	2163.9 
4.0000 	0.00074633 	2496.9 
4.5000 	0.00095956 	2996.2 
5.0000 	0.0010662 	3495.6 
5.5000 	0.0011728 	3995.0 
6.0000 	0.0012794 	4161.4 
6.5000 	0.0013860 	4161.4 
7.0000 	0.0012794 	4327.9 
7.5000 	0.0012794 	4327.9 
8.0000 	0.0012794 	4327.9 
8.5000 	0.0013860 	4660.8 
9.0000 	0.0014927 	5160.2 
9.3000 	0.0015993 	5826.0 
9.6833 	0.0019191 	6491.8 
10.183 	0.0020257 	6991.2 
10.567 	0.0022390 	7657.0 
10.983 	0.0024522 	8322.8 
11.350 	0.0026655 	8988.7 
11.717 	0.0027721 	9654.5 
12.167 	0.0029853 	10320 
12.600 	0.0033052 	10986 
13.067 	0.0035184 	11652 
13.533 	0.0037316 	12318 
13.950 	0.0039449 	12984 
14.433 	0.0041581 	13649 
14.917 	0.0043713 	14315 
15.417 	0.0045846 	14815 
15.900 	0.0047978 	15480 
16.400 	0.0049044 	15980 
16.900 	0.0051177 	16479 
17.400 	0.0053309 	16812 
17.900 	0.0054375 	17312 
18.400 	0.0054375 	17644 
18.900 	0.0056508 	18144 
19.167 	0.0057574 	18810 
19.650 	0.0060772 	19475 
20.150 	0.0062905 	19975 
20.633 	0.0063971 	20641 
21.133 	0.0065037 	20807 
21.633 	0.0066103 	20807 
22.133 	0.0066103 	20974 
22.633 	0.0066103 	21140 
23.133 	0.0066103 	21306 
23.633 	0.0066103 	21140 
24.133 	0.0067169 	21140 
24.633 	0.0066103 	21140 
25.133 	0.0066103 	20974 
25.633 	0.0066103 	20974 
26.133 	0.0066103 	21140 
26.633 	0.0066103 	21140 
27.133 	0.0066103 	21140 
27.633 	0.0066103 	21140 
28.133 	0.0066103 	20974 
28.633 	0.0066103 	20974 
29.133 	0.0067169 	21140 
29.633 	0.0066103 	21140 
30.133 	0.0066103 	21140 
30.633 	0.0066103 	21140 
31.133 	0.0066103 	21140 
31.633 	0.0067169 	21140 
32.133 	0.0066103 	21140 
32.633 	0.0066103 	21306 
33.133 	0.0067169 	21306 
33.633 	0.0066103 	20974 
34.133 	0.0066103 	21140 
34.633 	0.0067169 	21140 
35.133 	0.0066103 	21140 
35.633 	0.0066103 	21140 
36.133 	0.0067169 	21140 
36.633 	0.0067169 	21140 
37.133 	0.0067169 	21140 
37.633 	0.0066103 	20974 
38.133 	0.0066103 	21140 
38.633 	0.0066103 	21140 
39.133 	0.0066103 	21140 
39.633 	0.0066103 	21140 
40.133 	0.0067169 	21140 
40.633 	0.0067169 	21140 
41.133 	0.0067169 	21140 
41.633 	0.0066103 	21306 
42.133 	0.0066103 	21140 
42.633 	0.0066103 	21140 
43.133 	0.0066103 	21140 
43.633 	0.0066103 	21140 
44.133 	0.0066103 	21140 
44.633 	0.0066103 	20974 
45.133 	0.0066103 	21306 
45.633 	0.0066103 	21140 
46.133 	0.0066103 	21140 
46.633 	0.0066103 	21140 
47.133 	0.0066103 	21140 
47.633 	0.0066103 	21140 
48.133 	0.0066103 	21140 
48.633 	0.0066103 	21140 
49.133 	0.0066103 	21140 
49.633 	0.0067169 	21140 
50.133 	0.0067169 	21140 
50.633 	0.0066103 	21140 
51.133 	0.0066103 	21140 
51.633 	0.0066103 	21140 
52.133 	0.0066103 	20974 
52.633 	0.0067169 	21140 
53.133 	0.0066103 	21140 
53.633 	0.0066103 	21306 
54.133 	0.0067169 	21140 
54.633 	0.0067169 	21140 
55.133 	0.0067169 	21140 
55.633 	0.0066103 	21140 
56.133 	0.0066103 	21140 
56.633 	0.0066103 	20974 
57.133 	0.0066103 	21140 
57.633 	0.0067169 	21140 
58.133 	0.0067169 	21306 
58.633 	0.0066103 	21140 
59.133 	0.0067169 	21140 
59.633 	0.0066103 	21140 
60.133 	0.0066103 	20974 
60.633 	0.0066103 	21140 
61.133 	0.0066103 	21306 
61.633 	0.0066103 	21140 
62.133 	0.0066103 	21140 
62.633 	0.0067169 	21140 
63.133 	0.0067169 	21140 
63.633 	0.0067169 	21140 
64.133 	0.0066103 	21140 
64.633 	0.0066103 	21140 
65.133 	0.0066103 	21140 
65.633 	0.0066103 	21140 
66.133 	0.0066103 	21140 
66.633 	0.0067169 	21140 
67.133 	0.0066103 	21140 
67.633 	0.0066103 	21140 
68.133 	0.0066103 	21140 
68.633 	0.0066103 	21140 
69.133 	0.0066103 	21140 
69.633 	0.0066103 	21140 
